(1, 1, null, null, ../../assets/recipe-icons/maple-lumber.png, Maple Lumber, 1, Maple Log, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(122, 51, 115, null, ../../assets/recipe-icons/cedar-crook.png, Cedar Crook, 1, Cedar Branch, 1, Yeti Fang, 1, Electrum Ingot, 1, Archaeornis Leather, 1, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(123, 52, null, null, ../../assets/recipe-icons/holy-cedar-lumber.png, Holy Cedar Lumber, 1, Cedar Lumber, 1, Holy Water, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(124, 52, 125, null, ../../assets/recipe-icons/mythrite-pugil-stick.png, Mythrite Pugil Stick, 1, Holy Cedar Lumber, 1, Mythrite Ingot, 2, Rose Gold Nugget, 2, Void Glue, 1, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(125, 52, 125, null, ../../assets/recipe-icons/holy-cedar-composite-bow.png, Holy Cedar Composite Bow, 1, Holy Cedar Lumber, 1, Cedar Branch, 1, Mythrite Ingot, 2, Rainbow Thread, 1, Wyvern Leather, 1, null, null, Wind Crystal, 3, Ice Crystal, 3),
(126, 52, 85, null, ../../assets/recipe-icons/cedar-fishing-rod.png, Cedar Fishing Rod, 1, Cedar Branch, 1, Cedar Lumber, 2, Mythrite Nugget, 2, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(127, 53, 90, null, ../../assets/recipe-icons/astral-grinding-wheel.png, Astral Grinding Wheel, 1, Holy Cedar Lumber, 2, Mythrite Nugget, 1, Astral Rock, 2, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(128, 53, 90, null, ../../assets/recipe-icons/holy-cedar-spinning-wheel.png, Holy Cedar Spinning Wheel, 1, Holy Cedar Lumber, 3, Mythrite Rivets, 2, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(129, 53, 80, null, ../../assets/recipe-icons/holy-cedar-armillae.png, Holy Cedar Armillae, 1, Holy Cedar Lumber, 2, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(130, 53, 70, null, ../../assets/recipe-icons/holy-cedar-ring.png, Holy Cedar Ring, 1, Holy Cedar Lumber, 1, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(131, 54, null, null, ../../assets/recipe-icons/dark-chestnut-lumber.png, Dark Chestnut Lumber, 1, Dark Chestnut Log, 5, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, null, null),
(132, 54, 133, null, ../../assets/recipe-icons/titanium-lance.png, Titanium Lance, 1, Dark Chestnut Lumber, 1, Titanium Nugget, 2, Dhalmel Leather, 1, Void Glue, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(133, 54, 133, null, ../../assets/recipe-icons/dark-chestnut-longbow.png, Dark Chestnut Longbow, 1, Dark Chestnut Branch, 2, Dark Chestnut Lumber, 1, Titanium Nugget, 1, Ramie Thread, 1, Dhalmel Leather, 1, null, null, Wind Crystal, 4, Ice Crystal, 3),
(134, 54, 133, null, ../../assets/recipe-icons/dark-chestnut-rod.png, Dark Chestnut Rod, 1, Dark Chestnut Branch, 1, Dark Chestnut Lumber, 1, Growth Formula Epsilon, 3, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(135, 54, 90, null, ../../assets/recipe-icons/holy-cedar-necklace.png, Holy Cedar Necklace, 1, Holy Cedar Lumber, 2, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(136, 55, 100, null, ../../assets/recipe-icons/dark-chestnut-fishing-rod.png, Dark Chestnut Fishing Rod, 1, Dark Chestnut Lumber, 1, Dark Chestnut Branch, 2, Hardsilver Nugget, 2, Dhalmel Leather, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 4),
(137, 56, null, null, ../../assets/recipe-icons/hallowed-chestnut-lumber.png, Hallowed Chestnut Lumber, 1, Dark Chestnut Lumber, 1, Hallowed Water, 2, null, null, null, null, null, null, null, null, Wind Crystal, 5, null, null),
(138, 56, 139, null, ../../assets/recipe-icons/titanium-fork.png, Titanium Fork, 1, Hallowed Chestnut Lumber, 1, Titanium Ingot, 3, Dragon Leather, 1, Wing Glue, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(139, 56, 139, null, ../../assets/recipe-icons/hallowed-chestnut-composite-bow.png, Hallowed Chestnut Composite Bow, 1, Hallowed Chestnut Lumber, 2, Dark Chestnut Branch, 1, Hardsilver Ingot, 2, Electrum Ingot, 1, Ramie Thread, 1, null, null, Wind Crystal, 5, Ice Crystal, 4),
(140, 56, 110, null, ../../assets/recipe-icons/cloud-mica-grinding-wheel.png, Cloud Mica Grinding Wheel, 1, Dark Chestnut Lumber, 2, Hardsilver Nugget, 1, Cloud Mica Whetstone, 2, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(141, 56, 110, null, ../../assets/recipe-icons/dark-chestnut-spinning-wheel.png, Dark Chestnut Spinning Wheel, 1, Dark Chestnut Lumber, 3, Titanium Rivets, 2, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(142, 56, 139, null, ../../assets/recipe-icons/hallowed-chestnut-mask-of-aiming.png, Hallowed Chestnut Mask of Aiming, 1, Hallowed Chestnut Lumber, 1, Hardsilver Ingot, 1, Spinel, 1, Wing Glue, 1, Grade 1 Dexterity Dissolvent, 1, null, null, Wind Crystal, 5, Ice Crystal, 4),
(143, 56, 139, null, ../../assets/recipe-icons/hallowed-chestnut-mask-of-casting.png, Hallowed Chestnut Mask of Casting, 1, Hallowed Chestnut Lumber, 1, Hardsilver Ingot, 1, Tourmaline, 1, Wing Glue, 1, Grade 1 Intelligence Dissolvent, 1, null, null, Wind Crystal, 5, Ice Crystal, 4),
(144, 56, 139, null, ../../assets/recipe-icons/hallowed-chestnut-mask-of-healing.png, Hallowed Chestnut Mask of Healing, 1, Hallowed Chestnut Lumber, 1, Hardsilver Ingot, 1, Turquoise, 1, Wing Glue, 1, Grade 1 Mind Dissolvent, 1, null, null, Wind Crystal, 5, Ice Crystal, 4),
(145, 57, 120, null, ../../assets/recipe-icons/hallowed-chestnut-fishing-rod.png, Hallowed Chestnut Fishing Rod, 1, Hallowed Chestnut Lumber, 1, Dark Chestnut Branch, 2, Hardsilver Ingot, 2, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(146, 57, 110, null, ../../assets/recipe-icons/hallowed-chestnut-ring.png, Hallowed Chestnut Ring, 1, Hallowed Chestnut Lumber, 1, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(147, 58, null, null, ../../assets/recipe-icons/birch-lumber.png, Birch Lumber, 1, Birch Log, 5, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 5, null, null),
(148, 58, 145, null, ../../assets/recipe-icons/adamantite-spear.png, Adamantite Spear, 1, Birch Lumber, 1, Adamantite Nugget, 1, Aurum Regis Nugget, 2, Amphiptere Leather, 1, Wing Glue, 1, null, null, Wind Crystal, 5, Ice Crystal, 5),
(149, 58, 145, null, ../../assets/recipe-icons/birch-longbow.png, Birch Longbow, 1, Birch Lumber, 1, Birch Branch, 2, Adamantite Nugget, 2, Chimerical Felt, 1, Ramie Thread, 1, null, null, Wind Crystal, 5, Ice Crystal, 5),
(150, 58, 145, null, ../../assets/recipe-icons/birch-signum.png, Birch Signum, 1, Birch Lumber, 1, Birch Branch, 2, Chimerical Felt, 1, Ramie Thread, 2, Growth Formula Zeta, 1, null, null, Wind Crystal, 5, Ice Crystal, 5),
(151, 58, 130, null, ../../assets/recipe-icons/hallowed-chestnut-armillae.png, Hallowed Chestnut Armillae, 1, Hallowed Chestnut Lumber, 2, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(152, 59, 140, null, ../../assets/recipe-icons/dragonscale-grinding-wheel.png, Dragonscale Grinding Wheel, 1, Birch Lumber, 2, Aurum Regis Nugget, 1, Dragon Scale, 2, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(153, 59, 140, null, ../../assets/recipe-icons/birch-spinning-wheel.png, Birch Spinning Wheel, 1, Birch Lumber, 3, Adamantite Rivets, 2, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(154, 59, 140, null, ../../assets/recipe-icons/hallowed-chestnut-necklace.png, Hallowed Chestnut Necklace, 1, Hallowed Chestnut Lumber, 2, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(155, 60, null, null, ../../assets/recipe-icons/blank-grade-3-orchestrion-roll.png, Blank Grade 3 Orchestrion Roll, 1, Red Moko Grass, 1, Dark Chestnut Log, 1, Birch Log, 1, Potash, 1, null, null, null, null, Wind Crystal, 6, null, null),
(156, 61, null, null, ../../assets/recipe-icons/beech-lumber.png, Beech Lumber, 1, Beech Log, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(157, 61, 255, null, ../../assets/recipe-icons/high-steel-trident.png, High Steel Trident, 1, Beech Lumber, 1, High Steel Nugget, 3, Gagana Leather, 1, Wing Glue, 1, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(158, 61, 255, null, ../../assets/recipe-icons/beech-composite-bow.png, Beech Composite Bow, 1, Beech Lumber, 3, High Steel Nugget, 1, Koppranickel Nugget, 1, Crawler Silk, 1, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(159, 61, 255, null, ../../assets/recipe-icons/beech-rod.png, Beech Rod, 1, Beech Lumber, 2, Koppranickel Nugget, 1, Amphiptere Leather, 1, Star Ruby, 2, Growth Formula Eta, 1, null, null, Wind Crystal, 3, Ice Crystal, 2),
(160, 61, 190, null, ../../assets/recipe-icons/muudhorn-fishing-rod.png, Muudhorn Fishing Rod, 1, Beech Lumber, 2, High Steel Nugget, 1, Muud Suud Horn, 1, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(161, 61, 255, null, ../../assets/recipe-icons/beech-mask-of-casting.png, Beech Mask of Casting, 1, Beech Lumber, 2, Muud Suud Horn, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(162, 61, 255, null, ../../assets/recipe-icons/beech-mask-of-healing.png, Beech Mask of Healing, 1, Beech Lumber, 2, Muud Suud Horn, 2, null, null, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 2),
(163, 62, null, null, ../../assets/recipe-icons/larch-lumber.png, Larch Lumber, 1, Larch Log, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 3, null, null),
(164, 62, 265, null, ../../assets/recipe-icons/high-steel-fork.png, High Steel Fork, 1, Larch Lumber, 1, High Steel Ingot, 3, Gagana Leather, 1, Wing Glue, 1, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(165, 62, 265, null, ../../assets/recipe-icons/larch-composite-bow.png, Larch Composite Bow, 1, Larch Lumber, 2, High Steel Ingot, 2, Koppranickel Nugget, 1, Ruby Cotton Yarn, 1, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(166, 62, 265, null, ../../assets/recipe-icons/larch-wand.png, Larch Wand, 1, Larch Lumber, 2, Koppranickel Ingot, 1, Growth Formula Eta, 2, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(167, 62, 200, null, ../../assets/recipe-icons/stiperstone-grinding-wheel.png, Stiperstone Grinding Wheel, 1, Larch Lumber, 2, High Steel Ingot, 1, Stiperstone, 2, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(168, 62, 200, null, ../../assets/recipe-icons/larch-spinning-wheel.png, Larch Spinning Wheel, 1, Larch Lumber, 3, High Steel Nugget, 1, null, null, null, null, null, null, null, null, Wind Crystal, 3, Ice Crystal, 3),
(169, 63, 200, null, ../../assets/recipe-icons/larch-earrings.png, Larch Earrings, 1, Larch Lumber, 1, Beech Lumber, 1, Varnish, 1, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(170, 63, 200, null, ../../assets/recipe-icons/larch-necklace.png, Larch Necklace, 1, Larch Lumber, 1, Beech Lumber, 1, Ruby Cotton Yarn, 1, Varnish, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(171, 63, 200, null, ../../assets/recipe-icons/larch-bracelets.png, Larch Bracelets, 1, Larch Lumber, 2, Beech Lumber, 1, Ruby Cotton Yarn, 1, Varnish, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(172, 63, 200, null, ../../assets/recipe-icons/larch-ring.png, Larch Ring, 1, Larch Lumber, 1, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(173, 64, null, null, ../../assets/recipe-icons/pine-lumber.png, Pine Lumber, 1, Pine Log, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 4, null, null),
(174, 64, 273, null, ../../assets/recipe-icons/doman-iron-lance.png, Doman Iron Lance, 1, Oroshigane Ingot, 1, Pine Lumber, 2, Durium Nugget, 1, Gyuki Leather, 1, Beetle Glue, 1, null, null, Wind Crystal, 4, Ice Crystal, 3),
(175, 64, 273, null, ../../assets/recipe-icons/pine-composite-bow.png, Pine Composite Bow, 1, Pine Lumber, 3, Durium Nugget, 1, Ruby Cotton Cloth, 1, Beetle Glue, 1, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(176, 64, 273, null, ../../assets/recipe-icons/pine-cane.png, Pine Cane, 1, Pine Lumber, 2, Kudzu Cloth, 1, Abalathian Mistletoe, 1, Growth Formula Eta, 2, null, null, null, null, Wind Crystal, 4, Ice Crystal, 3),
(177, 65, 230, null, ../../assets/recipe-icons/slate-grinding-wheel.png, Slate Grinding Wheel, 1, Pine Lumber, 2, Oroshigane Ingot, 1, Slate, 2, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 4),
(178, 65, 230, null, ../../assets/recipe-icons/pine-spinning-wheel.png, Pine Spinning Wheel, 1, Pine Lumber, 3, High Steel Nugget, 1, null, null, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 4),
(179, 65, 220, null, ../../assets/recipe-icons/pine-fishing-rod.png, Pine Fishing Rod, 1, Pine Lumber, 2, Durium Nugget, 1, Ruby Cotton Cloth, 1, null, null, null, null, null, null, Wind Crystal, 4, Ice Crystal, 4),
(180, 66, null, null, ../../assets/recipe-icons/persimmon-lumber.png, Persimmon Lumber, 1, Persimmon Log, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 5, null, null),
(181, 66, 279, null, ../../assets/recipe-icons/doman-steel-halberd.png, Doman Steel Halberd, 1, Persimmon Lumber, 2, Tama-hagane Ingot, 2, Tiger Leather, 1, Beetle Glue, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(182, 66, 279, null, ../../assets/recipe-icons/persimmon-bow.png, Persimmon Bow, 1, Persimmon Lumber, 2, Tama-hagane Ingot, 1, Durium Ingot, 1, Worsted Yarn, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(183, 66, 279, null, ../../assets/recipe-icons/persimmon-cane.png, Persimmon Cane, 1, Persimmon Lumber, 2, Durium Ingot, 2, Durium Nugget, 1, Growth Formula Theta, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(184, 66, 245, null, ../../assets/recipe-icons/gazelle-horn-fishing-rod.png, Gazelle Horn Fishing Rod, 1, Persimmon Lumber, 2, Tama-hagane Ingot, 1, Gazelle Horn, 1, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(185, 67, 260, null, ../../assets/recipe-icons/polished-slate-grinding-wheel.png, Polished Slate Grinding Wheel, 1, Persimmon Lumber, 2, Durium Ingot, 1, Slate, 2, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(186, 67, 260, null, ../../assets/recipe-icons/persimmon-spinning-wheel.png, Persimmon Spinning Wheel, 1, Persimmon Lumber, 3, Oroshigane Ingot, 1, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(187, 67, 245, null, ../../assets/recipe-icons/persimmon-earrings.png, Persimmon Earrings, 1, Persimmon Lumber, 1, Pine Lumber, 1, Varnish, 1, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(188, 67, 245, null, ../../assets/recipe-icons/persimmon-necklace.png, Persimmon Necklace, 1, Persimmon Lumber, 1, Pine Lumber, 1, Worsted Yarn, 1, Varnish, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(189, 67, 245, null, ../../assets/recipe-icons/persimmon-bracelets.png, Persimmon Bracelets, 1, Persimmon Lumber, 2, Pine Lumber, 1, Worsted Yarn, 1, Varnish, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(190, 67, 245, null, ../../assets/recipe-icons/persimmon-ring.png, Persimmon Ring, 1, Persimmon Lumber, 1, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 4),
(191, 68, null, null, ../../assets/recipe-icons/zelkova-lumber.png, Zelkova Lumber, 1, Zelkova Log, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 5, null, null),
(192, 68, 285, null, ../../assets/recipe-icons/molybdenum-trident.png, Molybdenum Trident, 1, Zelkova Lumber, 2, Molybdenum Ingot, 1, Marid Leather, 1, Beetle Glue, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(193, 68, 285, null, ../../assets/recipe-icons/zelkova-longbow.png, Zelkova Longbow, 1, Zelkova Lumber, 3, Steppe Serge, 1, Worsted Yarn, 1, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(194, 68, 285, null, ../../assets/recipe-icons/zelkova-cane.png, Zelkova Cane, 1, Zelkova Lumber, 2, Palladium Nugget, 1, Durium Nugget, 1, Rhodonite, 1, Growth Formula Theta, 1, null, null, Wind Crystal, 5, Ice Crystal, 5),
(195, 69, 290, null, ../../assets/recipe-icons/zelkova-earrings.png, Zelkova Earrings, 1, Zelkova Lumber, 1, Persimmon Lumber, 1, Varnish, 1, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(196, 69, 290, null, ../../assets/recipe-icons/zelkova-necklace.png, Zelkova Necklace, 1, Zelkova Lumber, 1, Persimmon Lumber, 1, Twinthread, 1, Varnish, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(197, 69, 290, null, ../../assets/recipe-icons/zelkova-bracelets.png, Zelkova Bracelets, 1, Zelkova Lumber, 2, Persimmon Lumber, 1, Twinthread, 1, Varnish, 1, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(198, 69, 290, null, ../../assets/recipe-icons/zelkova-ring.png, Zelkova Ring, 1, Zelkova Lumber, 1, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 5, Ice Crystal, 5),
(199, 70, 290, null, ../../assets/recipe-icons/almandine-grinding-wheel.png, Almandine Grinding Wheel, 1, Zelkova Lumber, 2, Palladium Nugget, 1, Almandine, 2, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(200, 70, 290, null, ../../assets/recipe-icons/zelkova-spinning-wheel.png, Zelkova Spinning Wheel, 1, Zelkova Lumber, 3, Tama-hagane Ingot, 1, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(201, 70, 290, null, ../../assets/recipe-icons/zelkova-fishing-rod.png, Zelkova Fishing Rod, 1, Zelkova Lumber, 2, Molybdenum Ingot, 1, Palladium Nugget, 1, Steppe Serge, 1, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(202, 71, null, null, ../../assets/recipe-icons/white-oak-lumber.png, White Oak Lumber, 1, White Oak Log, 4, null, null, null, null, null, null, null, null, null, null, Wind Crystal, 6, null, null),
(203, 71, 385, null, ../../assets/recipe-icons/white-oak-partisan.png, White Oak Partisan, 1, White Oak Lumber, 1, Deepgold Nugget, 2, Smilodon Leather, 1, Beetle Glue, 1, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(204, 71, 385, null, ../../assets/recipe-icons/white-oak-composite-bow.png, White Oak Composite Bow, 1, White Oak Lumber, 3, Stonegold Nugget, 1, Twinthread, 1, Oroshigane Ingot, 1, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(205, 71, 385, null, ../../assets/recipe-icons/white-oak-rod.png, White Oak Rod, 1, White Oak Lumber, 2, Growth Formula Iota, 1, Stonegold Nugget, 1, Rhodonite, 1, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(206, 71, 385, null, ../../assets/recipe-icons/white-oak-cane.png, White Oak Cane, 1, White Oak Lumber, 2, Growth Formula Iota, 1, Stonegold Nugget, 1, Rhodonite, 1, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(207, 71, 330, null, ../../assets/recipe-icons/white-oak-grinding-wheel.png, White Oak Grinding Wheel, 1, White Oak Lumber, 2, Deepgold Nugget, 1, Hard Mudstone Whetstone, 1, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(208, 71, 330, null, ../../assets/recipe-icons/white-oak-spinning-wheel.png, White Oak Spinning Wheel, 1, White Oak Lumber, 3, Deepgold Nugget, 1, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(209, 71, 330, null, ../../assets/recipe-icons/white-oak-fishing-rod.png, White Oak Fishing Rod, 1, White Oak Lumber, 2, Deepgold Nugget, 1, Smilodon Leather, 1, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(210, 71, 330, null, ../../assets/recipe-icons/white-oak-earrings.png, White Oak Earrings, 1, White Oak Lumber, 2, Varnish, 1, null, null, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
(211, 71, 330, null, ../../assets/recipe-icons/white-oak-necklace.png, White Oak Necklace, 1, White Oak Lumber, 2, Bright Linen Yarn, 1, Varnish, 1, null, null, null, null, null, null, Wind Crystal, 6, Ice Crystal, 5),
