(1, 1, null, null, ../../assets/recipe-icons/copper-ingot.png, Copper Ingot, 1, Copper Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 1, null, null),
(136, 34, null, null, ../../assets/recipe-icons/mythril-ingot.png, Mythril Ingot, 1, Mythril Ore, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 4, null, null),
(137, 34, 32, null, ../../assets/recipe-icons/crabshell-hora.png, Crabshell Hora, 1, Green Megalocrab Shell, 2, Hippogryph Sinew, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(138, 34, 31, null, ../../assets/recipe-icons/earth-brand.png, Earth Brand, 1, Eye of Earth, 1, Aldgoat Horn, 1, Toad Leather, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(139, 34, 33, null, ../../assets/recipe-icons/decorated-silver-scepter.png, Decorated Silver Scepter, 1, Silver Scepter, 1, Silver Ingot, 2, Scalekin Blood, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(140, 34, 34, null, ../../assets/recipe-icons/silver-star-globe.png, Silver Star Globe, 1, Silver Ingot, 1, Iron Ingot, 1, Brass Ingot, 1, Enchanted Silver Ink, 1, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(141, 34, 31, null, ../../assets/recipe-icons/steel-goggles.png, Steel Goggles, 1, Steel Plate, 1, Clear Glass Lens, 1, Aldgoat Leather, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(142, 34, 34, null, ../../assets/recipe-icons/mythril-magnifiers.png, Mythril Magnifiers, 1, Mythril Spectacles, 1, Mythril Ingot, 1, Clear Glass Lens, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(143, 34, 35, null, ../../assets/recipe-icons/mythril-spectacles.png, Mythril Spectacles, 1, Mythril Ingot, 1, Clear Glass Lens, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(144, 34, 34, null, ../../assets/recipe-icons/sinking-minnow.png, Sinking Minnow, 3, Silver Ingot, 1, Oak Lumber, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(145, 35, null, null, ../../assets/recipe-icons/mythril-rings.png, Mythril Rings, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 4, null, null),
(146, 35, 36, null, ../../assets/recipe-icons/fire-brand.png, Fire Brand, 1, Silver Ingot, 1, Aldgoat Horn, 1, Eye of Fire, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(147, 35, 34, null, ../../assets/recipe-icons/toothed-goathorn-staff.png, Toothed Goathorn Staff, 1, Goathorn Staff, 1, Aldgoat Horn, 2, Scalekin Blood, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(148, 35, 35, null, ../../assets/recipe-icons/wolf-earrings.png, Wolf Earrings, 1, Wolf Fang, 1, Mythril Ingot, 1, Boar Leather, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(149, 35, 37, null, ../../assets/recipe-icons/mythril-earrings.png, Mythril Earrings, 1, Mythril Ingot, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(150, 35, 36, null, ../../assets/recipe-icons/mythril-gorget.png, Mythril Gorget, 1, Mythril Ingot, 2, Toad Leather, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(151, 35, 36, null, ../../assets/recipe-icons/mythril-wristlets.png, Mythril Wristlets, 1, Mythril Ingot, 1, Mythril Rings, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(152, 35, 36, null, ../../assets/recipe-icons/mythril-wristlets-of-crafting.png, Mythril Wristlets of Crafting, 1, Mythril Ingot, 1, Mythril Rings, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 3),
(153, 35, 38, null, ../../assets/recipe-icons/vintage-cudgel.png, Vintage Cudgel, 1, Damaged Cudgel, 1, Iron Rivets, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Wind Crystal, 1, null, null),
(154, 36, null, null, ../../assets/recipe-icons/pearl.png, Pearl, 1, Whitelip Oyster, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 4, null, null),
(155, 36, 37, null, ../../assets/recipe-icons/mythril-needle.png, Mythril Needle, 1, Mythril Ingot, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(156, 36, 37, null, ../../assets/recipe-icons/wolf-necklace.png, Wolf Necklace, 1, Wolf Fang, 2, Linen Yarn, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(157, 36, 37, null, ../../assets/recipe-icons/mythril-ring.png, Mythril Ring, 1, Mythril Ingot, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(158, 36, 37, null, ../../assets/recipe-icons/mythril-ring-of-crafting.png, Mythril Ring of Crafting, 1, Mythril Ingot, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(159, 36, 36, null, ../../assets/recipe-icons/wildfowl-fly.png, Wildfowl Fly, 3, Silver Ingot, 1, Wildfowl Feather, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(160, 37, 38, null, ../../assets/recipe-icons/heliodor-choker.png, Heliodor Choker, 1, Heliodor, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(161, 37, 38, null, ../../assets/recipe-icons/garnet-choker.png, Garnet Choker, 1, Garnet, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(162, 37, 38, null, ../../assets/recipe-icons/amethyst-choker.png, Amethyst Choker, 1, Amethyst, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(163, 37, 38, null, ../../assets/recipe-icons/goshenite-choker.png, Goshenite Choker, 1, Goshenite, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(164, 37, 38, null, ../../assets/recipe-icons/pearl-choker.png, Pearl Choker, 1, Pearl, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(165, 37, 38, null, ../../assets/recipe-icons/aquamarine-choker.png, Aquamarine Choker, 1, Aquamarine, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(166, 37, 38, null, ../../assets/recipe-icons/peridot-choker.png, Peridot Choker, 1, Peridot, 1, Mythril Ingot, 2, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(167, 38, 38, null, ../../assets/recipe-icons/mythril-star-globe.png, Mythril Star Globe, 1, Mythril Ingot, 1, Silver Ingot, 1, Enchanted Mythril Ink, 1, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(168, 38, 38, null, ../../assets/recipe-icons/heliodor-bracelet.png, Heliodor Bracelet, 1, Heliodor, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(169, 38, 38, null, ../../assets/recipe-icons/garnet-bracelet.png, Garnet Bracelet, 1, Garnet, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(170, 38, 38, null, ../../assets/recipe-icons/amethyst-bracelet.png, Amethyst Bracelet, 1, Amethyst, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(171, 38, 38, null, ../../assets/recipe-icons/goshenite-bracelet.png, Goshenite Bracelet, 1, Goshenite, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(172, 38, 38, null, ../../assets/recipe-icons/pearl-bracelet.png, Pearl Bracelet, 1, Pearl, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(173, 38, 38, null, ../../assets/recipe-icons/aquamarine-bracelet.png, Aquamarine Bracelet, 1, Aquamarine, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(174, 38, 38, null, ../../assets/recipe-icons/peridot-bracelet.png, Peridot Bracelet, 1, Peridot, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 4, Fire Shard, 4),
(175, 39, 39, null, ../../assets/recipe-icons/garnet-earrings.png, Garnet Earrings, 1, Garnet, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(176, 39, 39, null, ../../assets/recipe-icons/amethyst-earrings.png, Amethyst Earrings, 1, Amethyst, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(177, 39, 39, null, ../../assets/recipe-icons/goshenite-earrings.png, Goshenite Earrings, 1, Goshenite, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(178, 39, 39, null, ../../assets/recipe-icons/aquamarine-earrings.png, Aquamarine Earrings, 1, Aquamarine, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(179, 39, 39, null, ../../assets/recipe-icons/garnet-ring.png, Garnet Ring, 1, Garnet, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(180, 39, 39, null, ../../assets/recipe-icons/amethyst-ring.png, Amethyst Ring, 1, Amethyst, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(181, 39, 39, null, ../../assets/recipe-icons/goshenite-ring.png, Goshenite Ring, 1, Goshenite, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(182, 39, 39, null, ../../assets/recipe-icons/aquamarine-ring.png, Aquamarine Ring, 1, Aquamarine, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(183, 39, 39, null, ../../assets/recipe-icons/spinner.png, Spinner, 3, Mythril Ingot, 1, Whitelip Oyster, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(184, 40, null, null, ../../assets/recipe-icons/jadeite.png, Jadeite, 1, Jade, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(185, 40, null, null, ../../assets/recipe-icons/basilisk-whetstone.png, Basilisk Whetstone, 1, Basilisk Egg, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(186, 40, 41, null, ../../assets/recipe-icons/altered-mythril-magnifiers.png, Altered Mythril Magnifiers, 1, Mythril Ingot, 2, Silver Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(187, 40, 1, null, ../../assets/recipe-icons/classic-spectacles.png, Classic Spectacles, 1, Mythril Ingot, 1, Clear Glass Lens, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(188, 40, 1, null, ../../assets/recipe-icons/oval-reading-glasses.png, Oval Reading Glasses, 1, Clear Glass Lens, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(189, 40, 39, null, ../../assets/recipe-icons/heliodor-earrings.png, Heliodor Earrings, 1, Heliodor, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(190, 40, 39, null, ../../assets/recipe-icons/peridot-earrings.png, Peridot Earrings, 1, Peridot, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(191, 40, 39, null, ../../assets/recipe-icons/red-coral-armillae.png, Red Coral Armillae, 1, Red Coral, 3, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(192, 40, 39, null, ../../assets/recipe-icons/heliodor-ring.png, Heliodor Ring, 1, Heliodor, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(193, 40, 39, null, ../../assets/recipe-icons/peridot-ring.png, Peridot Ring, 1, Peridot, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(194, 40, 37, null, ../../assets/recipe-icons/heavy-steel-jig.png, Heavy Steel Jig, 3, Steel Ingot, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(195, 41, null, null, ../../assets/recipe-icons/amber.png, Amber, 1, Raw Amber, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(196, 41, null, null, ../../assets/recipe-icons/zircon.png, Zircon, 1, Raw Zircon, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(197, 41, null, null, ../../assets/recipe-icons/spinel.png, Spinel, 1, Raw Spinel, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(198, 41, null, null, ../../assets/recipe-icons/turquoise.png, Turquoise, 1, Raw Turquoise, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(199, 41, null, null, ../../assets/recipe-icons/tourmaline.png, Tourmaline, 1, Raw Tourmaline, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(200, 41, null, null, ../../assets/recipe-icons/rubellite.png, Rubellite, 1, Raw Rubellite, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(201, 41, 39, null, ../../assets/recipe-icons/horn-staff.png, Horn Staff, 1, Eye of Fire, 1, Wolf Fang, 2, Aldgoat Horn, 1, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(202, 41, 41, null, ../../assets/recipe-icons/mythril-planisphere.png, Mythril Planisphere, 1, Mythril Ingot, 2, Jadeite, 2, Enchanted Mythril Ink, 1, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(203, 41, 40, null, ../../assets/recipe-icons/mythril-ear-cuffs.png, Mythril Ear Cuffs, 1, Mythril Ingot, 2, Basilisk Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(204, 41, 39, null, ../../assets/recipe-icons/pearl-earrings.png, Pearl Earrings, 1, Pearl, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(205, 41, 39, null, ../../assets/recipe-icons/mythril-choker.png, Mythril Choker, 1, Mythril Ingot, 2, Toad Leather, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(206, 41, 39, null, ../../assets/recipe-icons/pearl-ring.png, Pearl Ring, 1, Pearl, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(207, 41, 41, null, ../../assets/recipe-icons/mythril-spoon-lure.png, Mythril Spoon Lure, 3, Mythril Ingot, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 4),
(208, 42, null, null, ../../assets/recipe-icons/electrum-ingot.png, Electrum Ingot, 1, Electrum Ore, 4, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(209, 42, 41, null, ../../assets/recipe-icons/tortoiseshell-hora.png, Tortoiseshell Hora, 1, Adamantoise Shell, 2, Raptor Sinew, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(210, 42, 41, null, ../../assets/recipe-icons/lightning-brand.png, Lightning Brand, 1, Eye of Lightning, 1, Aldgoat Horn, 1, Boar Leather, 1, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(211, 42, 40, null, ../../assets/recipe-icons/wolf-fang-needle.png, Wolf Fang Needle, 1, Wolf Fang, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(212, 42, 38, null, ../../assets/recipe-icons/mythril-circlet-(amber).png, Mythril Circlet (Amber), 1, Amber, 1, Mythril Ingot, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(213, 42, 38, null, ../../assets/recipe-icons/mythril-circlet-(zircon).png, Mythril Circlet (Zircon), 1, Zircon, 1, Mythril Ingot, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(214, 42, 38, null, ../../assets/recipe-icons/mythril-circlet-(spinel).png, Mythril Circlet (Spinel), 1, Spinel, 1, Mythril Ingot, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(215, 42, 38, null, ../../assets/recipe-icons/mythril-circlet-(turquoise).png, Mythril Circlet (Turquoise), 1, Turquoise, 1, Mythril Ingot, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(216, 42, 38, null, ../../assets/recipe-icons/mythril-circlet-(tourmaline).png, Mythril Circlet (Tourmaline), 1, Tourmaline, 1, Mythril Ingot, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(217, 42, 38, null, ../../assets/recipe-icons/mythril-circlet-(rubellite).png, Mythril Circlet (Rubellite), 1, Rubellite, 1, Mythril Ingot, 3, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(218, 43, null, null, ../../assets/recipe-icons/electrum-rings.png, Electrum Rings, 1, Electrum Ingot, 1, null, null, null, null, null, null, null, null, null, null, Wind Shard, 5, null, null),
(219, 43, 43, null, ../../assets/recipe-icons/electrum-scepter.png, Electrum Scepter, 1, Eye of Water, 1, Cobalt Ingot, 1, Electrum Ingot, 1, Quicksilver, 1, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(220, 43, 46, null, ../../assets/recipe-icons/water-brand.png, Water Brand, 1, Eye of Water, 1, Aldgoat Horn, 1, Electrum Ingot, 1, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(221, 43, 43, null, ../../assets/recipe-icons/thousand-needle.png, Thousand Needle, 1, Cactuar Needle, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(222, 43, 45, null, ../../assets/recipe-icons/red-coral-earrings.png, Red Coral Earrings, 1, Red Coral, 1, Electrum Ingot, 1, Boar Leather, 1, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(223, 43, 46, null, ../../assets/recipe-icons/electrum-gorget.png, Electrum Gorget, 1, Electrum Ingot, 2, Peiste Leather, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(224, 43, 46, null, ../../assets/recipe-icons/electrum-wristlets.png, Electrum Wristlets, 1, Electrum Ingot, 1, Electrum Rings, 2, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(225, 43, 43, null, ../../assets/recipe-icons/red-coral-ring.png, Red Coral Ring, 1, Red Coral, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
(226, 43, 43, null, ../../assets/recipe-icons/snurble-fly.png, Snurble Fly, 3, Cobalt Ingot, 1, Snurble Tufts, 1, null, null, null, null, null, null, null, null, Wind Shard, 5, Fire Shard, 5),
