(1, 1, null, null, ../../assets/recipe-icons/blacksmith/bronze-ingot.png, Bronze Ingot, 1, Copper Ore, 2, Tin Ore, 1, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(117, 30, 29, null, ../../assets/recipe-icons/blacksmith/steel-chaser-hammer.png, Steel Chaser Hammer, 1, Steel Ingot, 1, Steel Rivets, 1, Walnut Lumber, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(118, 30, 31, null, ../../assets/recipe-icons/blacksmith/silver-head-knife.png, Silver Head Knife, 1, Iron Head Knife, 1, Mudstone Whetstone, 1, Silver Ingot, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(119, 30, 29, null, ../../assets/recipe-icons/blacksmith/steel-pickaxe.png, Steel Pickaxe, 1, Steel Ingot, 1, Undyed Velveteen, 1, Walnut Lumber, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(120, 30, 30, null, ../../assets/recipe-icons/blacksmith/steel-sledgehammer.png, Steel Sledgehammer, 1, Steel Ingot, 1, Walnut Lumber, 1, Fish Glue, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(121, 31, 31, null, ../../assets/recipe-icons/blacksmith/steel-falchion.png, Steel Falchion, 1, Steel Ingot, 2, Walnut Lumber, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(122, 31, 31, null, ../../assets/recipe-icons/blacksmith/steel-claw-hammer.png, Steel Claw Hammer, 1, Steel Ingot, 1, Walnut Lumber, 1, Crab Oil, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(123, 31, 31, null, ../../assets/recipe-icons/blacksmith/steel-awl.png, Steel Awl, 1, Steel Ingot, 1, Walnut Lumber, 1, Crab Oil, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(124, 32, 31, null, ../../assets/recipe-icons/blacksmith/steel-bardiche.png, Steel Bardiche, 1, Steel Ingot, 2, Yew Branch, 1, Wolf Fang, 1, Fish Glue, 1, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(125, 32, 32, null, ../../assets/recipe-icons/blacksmith/steel-cross-pein-hammer.png, Steel Cross-pein Hammer, 1, Steel Ingot, 1, Undyed Velveteen, 1, Walnut Lumber, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(126, 32, 34, null, ../../assets/recipe-icons/blacksmith/steel-ornamental-hammer.png, Steel Ornamental Hammer, 1, Steel Ingot, 1, Steel Rivets, 1, Walnut Lumber, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(127, 32, 31, null, ../../assets/recipe-icons/blacksmith/steel-mortar.png, Steel Mortar, 1, Steel Ingot, 2, Walnut Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(128, 32, 31, null, ../../assets/recipe-icons/blacksmith/steel-culinary-knife.png, Steel Culinary Knife, 1, Steel Ingot, 1, Walnut Lumber, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Fire Shard, 3, Earth Shard, 3),
(129, 33, 34, null, ../../assets/recipe-icons/blacksmith/steel-dolabra.png, Steel Dolabra, 1, Steel Ingot, 1, Steel Plate, 1, Oak Lumber, 1, Undyed Velveteen, 1, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(130, 33, 33, null, ../../assets/recipe-icons/blacksmith/wrapped-steel-sledgehammer.png, Wrapped Steel Sledgehammer, 1, Steel Sledgehammer, 1, Fish Glue, 1, Boar Leather, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(131, 33, 31, null, ../../assets/recipe-icons/blacksmith/steel-hatchet.png, Steel Hatchet, 1, Steel Ingot, 1, Oak Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(132, 33, 31, null, ../../assets/recipe-icons/blacksmith/steel-scythe.png, Steel Scythe, 1, Steel Ingot, 1, Walnut Lumber, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(133, 34, 34, null, ../../assets/recipe-icons/blacksmith/steel-zweihander.png, Steel Zweihander, 1, Steel Ingot, 3, Walnut Lumber, 1, Boar Leather, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(134, 34, 34, null, ../../assets/recipe-icons/blacksmith/steel-baselards.png, Steel Baselards, 1, Steel Ingot, 2, Oak Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(135, 34, 34, null, ../../assets/recipe-icons/blacksmith/steel-barreled-musketoon.png, Steel-barreled Musketoon, 1, Steel Ingot, 2, Walnut Lumber, 1, Toad Leather, 1, Wyvern Obsidian, 1, Black Firesand, 1, null, null, Fire Shard, 4, Earth Shard, 3),
(136, 34, 34, null, ../../assets/recipe-icons/blacksmith/steel-crowsbeak-hammer.png, Steel Crowsbeak Hammer, 1, Steel Ingot, 1, Undyed Velveteen, 1, Oak Lumber, 1, Linseed Oil, 1, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(137, 34, 33, null, ../../assets/recipe-icons/blacksmith/steel-file.png, Steel File, 1, Steel Ingot, 2, Toad Leather, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(138, 34, 34, null, ../../assets/recipe-icons/blacksmith/steel-doming-hammer.png, Steel Doming Hammer, 1, Steel Ingot, 1, Oak Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(139, 35, 34, null, ../../assets/recipe-icons/blacksmith/steel-bhuj.png, Steel Bhuj, 1, Steel Ingot, 2, Oak Lumber, 1, Iron Ingot, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(140, 35, 34, null, ../../assets/recipe-icons/blacksmith/crosscut-saw.png, Crosscut Saw, 1, Steel Ingot, 1, Steel Rivets, 1, Oak Lumber, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(141, 35, 33, null, ../../assets/recipe-icons/blacksmith/steel-pliers.png, Steel Pliers, 1, Steel Ingot, 1, Steel Rivets, 1, Linseed Oil, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(142, 35, 35, null, ../../assets/recipe-icons/blacksmith/heavy-steel-mortar.png, Heavy Steel Mortar, 1, Steel Mortar, 1, Walnut Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(143, 35, 35, null, ../../assets/recipe-icons/blacksmith/wrapped-steel-culinary-knife.png, Wrapped Steel Culinary Knife, 1, Steel Ingot, 1, Oak Lumber, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(144, 35, 34, null, ../../assets/recipe-icons/blacksmith/plumed-steel-hatchet.png, Plumed Steel Hatchet, 1, Steel Ingot, 1, Yew Lumber, 1, Chocobo Feather, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(145, 35, 35, null, ../../assets/recipe-icons/blacksmith/wrapped-steel-scythe.png, Wrapped Steel Scythe, 1, Steel Scythe, 1, Siltstone Whetstone, 1, Boar Leather, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 3),
(146, 35, 38, null, ../../assets/recipe-icons/blacksmith/vintage-bastard-sword.png, Vintage Bastard Sword, 1, Blunt Bastard Sword, 1, Mudstone Whetstone, 1, null, null, null, null, null, null, null, null, Fire Crystal, 1, null, null),
(147, 36, 35, null, ../../assets/recipe-icons/blacksmith/wrapped-steel-claw-hammer.png, Wrapped Steel Claw Hammer, 1, Steel Claw Hammer, 1, Boar Leather, 1, Linseed Oil, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(148, 36, 34, null, ../../assets/recipe-icons/blacksmith/steel-round-knife.png, Steel Round Knife, 1, Steel Ingot, 1, Oak Lumber, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(149, 36, 35, null, ../../assets/recipe-icons/blacksmith/wrapped-steel-awl.png, Wrapped Steel Awl, 1, Steel Awl, 1, Toad Leather, 1, Linseed Oil, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(150, 37, 36, null, ../../assets/recipe-icons/blacksmith/steel-longsword.png, Steel Longsword, 1, Steel Ingot, 2, Walnut Lumber, 1, Fish Glue, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(151, 38, null, null, ../../assets/recipe-icons/blacksmith/mythril-ingot.png, Mythril Ingot, 1, Mythril Ore, 3, null, null, null, null, null, null, null, null, null, null, Fire Shard, 4, null, null),
(152, 38, 38, null, ../../assets/recipe-icons/blacksmith/mythril-broadsword.png, Mythril Broadsword, 1, Mythril Ingot, 1, Oak Lumber, 1, Wolf Fang, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(153, 38, 38, null, ../../assets/recipe-icons/blacksmith/mythril-claymore.png, Mythril Claymore, 1, Mythril Ingot, 2, Steel Ingot, 1, Bronze Ingot, 1, Oak Lumber, 1, Horn Glue, 1, null, null, Fire Shard, 4, Earth Shard, 4),
(154, 38, 38, null, ../../assets/recipe-icons/blacksmith/mythril-knives.png, Mythril Knives, 1, Mythril Ingot, 2, Oak Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(155, 38, 38, null, ../../assets/recipe-icons/blacksmith/mythril-barreled-carbine.png, Mythril-barreled Carbine, 1, Mythril Ingot, 1, Brass Ingot, 1, Oak Lumber, 1, Boar Leather, 1, Wyvern Obsidian, 1, Black Firesand, 1, Fire Shard, 4, Earth Shard, 4),
(156, 38, 38, null, ../../assets/recipe-icons/blacksmith/wrapped-crowsbeak-hammer.png, Wrapped Crowsbeak Hammer, 1, Steel Crowsbeak Hammer, 1, Steel Ingot, 1, Boar Leather, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(157, 38, 38, null, ../../assets/recipe-icons/blacksmith/steel-raising-hammer.png, Steel Raising Hammer, 1, Steel Ingot, 1, Steel Plate, 1, Oak Lumber, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(158, 38, 38, null, ../../assets/recipe-icons/blacksmith/plumed-mythril-pickaxe.png, Plumed Mythril Pickaxe, 1, Mythril Ingot, 1, Undyed Linen, 1, Oak Lumber, 1, Wildfowl Feather, 1, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(159, 38, 39, null, ../../assets/recipe-icons/blacksmith/mythril-hatchet.png, Mythril Hatchet, 1, Mythril Ingot, 1, Oak Lumber, 1, Brass Ingot, 1, null, null, null, null, null, null, Fire Shard, 4, Earth Shard, 4),
(160, 38, 41, null, ../../assets/recipe-icons/blacksmith/vintage-viking-sword.png, Vintage Viking Sword, 1, Nicked Viking Sword, 1, Mudstone Whetstone, 1, null, null, null, null, null, null, null, null, Earth Crystal, 1, null, null),
(161, 39, null, null, ../../assets/recipe-icons/blacksmith/mythril-rivets.png, Mythril Rivets, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 5, null, null),
(162, 39, 38, null, ../../assets/recipe-icons/blacksmith/spiked-mythril-labrys.png, Spiked Mythril Labrys, 1, Steel Ingot, 3, Oak Lumber, 1, Boar Leather, 1, Mythril Ingot, 1, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(163, 39, 38, null, ../../assets/recipe-icons/blacksmith/mythril-claws.png, Mythril Claws, 1, Mythril Plate, 1, Mythril Ingot, 1, Oak Lumber, 1, Fish Glue, 1, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(164, 39, 39, null, ../../assets/recipe-icons/blacksmith/mythril-saw.png, Mythril Saw, 1, Mythril Ingot, 1, Mythril Rivets, 1, Oak Lumber, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(165, 39, 38, null, ../../assets/recipe-icons/blacksmith/mythril-head-knife.png, Mythril Head Knife, 1, Mythril Ingot, 1, Oak Lumber, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(166, 40, 41, null, ../../assets/recipe-icons/blacksmith/mythril-bhuj.png, Mythril Bhuj, 1, Mythril Ingot, 2, Walnut Lumber, 1, Electrum Ingot, 1, Steel Ingot, 1, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(167, 40, 43, null, ../../assets/recipe-icons/blacksmith/mythril-claw-hammer.png, Mythril Claw Hammer, 1, Mythril Ingot, 1, Oak Lumber, 1, Linseed Oil, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(168, 40, 43, null, ../../assets/recipe-icons/blacksmith/mythril-file.png, Mythril File, 1, Mythril Ingot, 2, Boar Leather, 1, null, null, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(169, 40, 38, null, ../../assets/recipe-icons/blacksmith/mythril-ornamental-hammer.png, Mythril Ornamental Hammer, 1, Mythril Ingot, 1, Mythril Rivets, 1, Oak Lumber, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(170, 40, 43, null, ../../assets/recipe-icons/blacksmith/mythril-awl.png, Mythril Awl, 1, Mythril Ingot, 1, Oak Lumber, 1, Linseed Oil, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(171, 41, 41, null, ../../assets/recipe-icons/blacksmith/mythril-zweihander.png, Mythril Zweihander, 1, Mythril Ingot, 3, Mahogany Lumber, 1, Peiste Leather, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(172, 41, 41, null, ../../assets/recipe-icons/blacksmith/mythril-baselards.png, Mythril Baselards, 1, Mythril Ingot, 2, Walnut Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(173, 41, 41, null, ../../assets/recipe-icons/blacksmith/mythril-barreled-musketoon.png, Mythril-barreled Musketoon, 1, Mythril Ingot, 1, Steel Ingot, 1, Mahogany Lumber, 1, Peiste Leather, 1, Wyvern Obsidian, 1, Black Firesand, 1, Fire Shard, 5, Earth Shard, 4),
(174, 41, 43, null, ../../assets/recipe-icons/blacksmith/mythril-mortar.png, Mythril Mortar, 1, Mythril Ingot, 2, Mahogany Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(175, 41, 43, null, ../../assets/recipe-icons/blacksmith/mythril-culinary-knife.png, Mythril Culinary Knife, 1, Mythril Ingot, 1, Mahogany Lumber, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(176, 41, 43, null, ../../assets/recipe-icons/blacksmith/mythril-sledgehammer.png, Mythril Sledgehammer, 1, Mythril Ingot, 1, Oak Lumber, 1, Horn Glue, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(177, 41, 43, null, ../../assets/recipe-icons/blacksmith/mythril-scythe.png, Mythril Scythe, 1, Mythril Ingot, 1, Mahogany Lumber, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 4),
(178, 42, null, null, ../../assets/recipe-icons/blacksmith/cobalt-ingot.png, Cobalt Ingot, 1, Cobalt Ore, 2, Iron Ore, 1, null, null, null, null, null, null, null, null, Fire Shard, 5, null, null),
(179, 42, 43, null, ../../assets/recipe-icons/blacksmith/cobalt-katzbalger.png, Cobalt Katzbalger, 1, Cobalt Ingot, 2, Oak Lumber, 1, Boar Leather, 1, Electrum Ingot, 1, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(180, 42, 43, null, ../../assets/recipe-icons/blacksmith/cobalt-knuckles.png, Cobalt Knuckles, 1, Cobalt Ingot, 2, Boar Leather, 1, null, null, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(181, 42, 43, null, ../../assets/recipe-icons/blacksmith/mythril-chocobotail-saw.png, Mythril Chocobotail Saw, 1, Mythril Ingot, 1, Mythril Rivets, 1, Mahogany Lumber, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(182, 42, 43, null, ../../assets/recipe-icons/blacksmith/cobalt-cross-pein-hammer.png, Cobalt Cross-pein Hammer, 1, Cobalt Ingot, 1, Mahogany Lumber, 1, Boar Leather, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(183, 42, 43, null, ../../assets/recipe-icons/blacksmith/mythril-pliers.png, Mythril Pliers, 1, Mythril Ingot, 1, Mythril Rivets, 1, Linseed Oil, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(184, 42, 43, null, ../../assets/recipe-icons/blacksmith/mythril-lapidary-hammer.png, Mythril Lapidary Hammer, 1, Mythril Ingot, 1, Mythril Rivets, 1, Mahogany Lumber, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(185, 42, 43, null, ../../assets/recipe-icons/blacksmith/mythril-round-knife.png, Mythril Round Knife, 1, Mythril Ingot, 1, Mahogany Lumber, 1, Peiste Leather, 1, Basilisk Whetstone, 1, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(186, 42, 45, null, ../../assets/recipe-icons/blacksmith/goblin-scimitar.png, Goblin Scimitar, 1, Blunt Goblin Scimitar, 1, Siltstone Whetstone, 1, null, null, null, null, null, null, null, null, Fire Crystal, 1, null, null),
(187, 43, null, null, ../../assets/recipe-icons/blacksmith/cobalt-rivets.png, Cobalt Rivets, 1, Cobalt Ingot, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 5, null, null),
(188, 43, 46, null, ../../assets/recipe-icons/blacksmith/cobalt-shamshir.png, Cobalt Shamshir, 1, Cobalt Ingot, 2, Aldgoat Horn, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(189, 43, 45, null, ../../assets/recipe-icons/blacksmith/buccaneer's-bardiche.png, Buccaneer's Bardiche, 1, Cobalt Ingot, 2, Rosewood Branch, 1, Horn Glue, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(190, 43, 43, null, ../../assets/recipe-icons/blacksmith/cobalt-doming-hammer.png, Cobalt Doming Hammer, 1, Cobalt Ingot, 1, Oak Lumber, 1, Cobalt Rivets, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(191, 43, 43, null, ../../assets/recipe-icons/blacksmith/cobalt-dolabra.png, Cobalt Dolabra, 1, Cobalt Ingot, 1, Mahogany Lumber, 1, Aldgoat Leather, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(192, 43, 44, null, ../../assets/recipe-icons/blacksmith/cobalt-hatchet.png, Cobalt Hatchet, 1, Cobalt Ingot, 1, Mahogany Lumber, 1, Brass Ingot, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(193, 44, null, null, ../../assets/recipe-icons/blacksmith/cobalt-nails.png, Cobalt Nails, 1, Cobalt Ingot, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 5, null, null),
(194, 44, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-claw-hammer.png, Cobalt Claw Hammer, 1, Cobalt Ingot, 1, Rosewood Lumber, 1, Shark Oil, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(195, 44, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-pliers.png, Cobalt Pliers, 1, Cobalt Ingot, 1, Cobalt Rivets, 1, Shark Oil, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(196, 44, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-awl.png, Cobalt Awl, 1, Cobalt Ingot, 1, Mahogany Lumber, 1, Shark Oil, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(197, 44, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-culinary-knife.png, Cobalt Culinary Knife, 1, Cobalt Ingot, 1, Rosewood Lumber, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(198, 44, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-sledgehammer.png, Cobalt Sledgehammer, 1, Cobalt Ingot, 1, Rosewood Lumber, 1, Horn Glue, 1, null, null, null, null, null, null, Fire Shard, 5, Earth Shard, 5),
(199, 45, 48, null, ../../assets/recipe-icons/blacksmith/demilune-bhuj.png, Demilune Bhuj, 1, Cobalt Ingot, 2, Mahogany Lumber, 1, Jadeite, 1, Steel Ingot, 1, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
(200, 45, 45, null, ../../assets/recipe-icons/blacksmith/cobalt-claymore.png, Cobalt Claymore, 1, Cobalt Ingot, 3, Electrum Ingot, 1, Mahogany Lumber, 1, Horn Glue, 1, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
(201, 45, 45, null, ../../assets/recipe-icons/blacksmith/mythril-pugiones.png, Mythril Pugiones, 1, Mythril Ingot, 2, Mahogany Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
(202, 45, 45, null, ../../assets/recipe-icons/blacksmith/cobalt-barreled-carbine.png, Cobalt-barreled Carbine, 1, Cobalt Ingot, 1, Electrum Ingot, 1, Mahogany Lumber, 1, Raptor Leather, 1, Wyvern Obsidian, 1, Black Firesand, 1, Fire Shard, 6, Earth Shard, 5),
(203, 45, 48, null, ../../assets/recipe-icons/blacksmith/wrapped-hawksbeak-hammer.png, Wrapped Hawksbeak Hammer, 1, Cobalt Cross-pein Hammer, 1, Rosewood Lumber, 1, Boar Leather, 1, Shark Oil, 1, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
(204, 45, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-file.png, Cobalt File, 1, Cobalt Ingot, 2, Raptor Leather, 1, null, null, null, null, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
(205, 45, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-mortar.png, Cobalt Mortar, 1, Cobalt Ingot, 2, Rosewood Lumber, 1, null, null, null, null, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
(206, 45, 47, null, ../../assets/recipe-icons/blacksmith/cobalt-scythe.png, Cobalt Scythe, 1, Cobalt Ingot, 1, Rosewood Lumber, 1, Basilisk Whetstone, 1, null, null, null, null, null, null, Fire Shard, 6, Earth Shard, 5),
