(1, 1, null, null, ../../assets/recipe-icons/weaver/hempen-yarn.png, Hempen Yarn, 2, Moko Grass, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 1, null, null),
(114, 28, 28, null, ../../assets/recipe-icons/weaver/velveteen-trousers.png, Velveteen Trousers, 1, Undyed Velveteen, 1, Dew Thread, 1, Aldgoat Leather, 1, Beast Sinew, 1, Iron Rivets, 1, null, null, Lightning Shard, 3, Wind Shard, 2),
(115, 28, 28, null, ../../assets/recipe-icons/weaver/velveteen-gaiters.png, Velveteen Gaiters, 1, Undyed Velveteen, 1, Undyed Cotton Cloth, 1, Silver Ingot, 1, Rubber, 1, null, null, null, null, Lightning Shard, 3, Wind Shard, 2),
(116, 29, 29, null, ../../assets/recipe-icons/weaver/velveteen-beret.png, Velveteen Beret, 1, Undyed Velveteen, 1, Dew Thread, 1, Dodo Feather, 1, Cotton Boll, 1, null, null, null, null, Lightning Shard, 3, Wind Shard, 2),
(117, 29, 26, null, ../../assets/recipe-icons/weaver/velveteen-coatee-of-crafting.png, Velveteen Coatee of Crafting, 1, Undyed Velveteen, 2, Dew Thread, 2, Silver Ingot, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 2),
(118, 29, 28, null, ../../assets/recipe-icons/weaver/velveteen-shortgloves.png, Velveteen Shortgloves, 1, Undyed Velveteen, 2, Dew Thread, 1, null, null, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 2),
(119, 30, 30, null, ../../assets/recipe-icons/weaver/velveteen-gown.png, Velveteen Gown, 1, Undyed Velveteen, 2, Dew Thread, 1, Cotton Boll, 1, Silver Ingot, 1, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(120, 30, 30, null, ../../assets/recipe-icons/weaver/velveteen-work-gloves.png, Velveteen Work Gloves, 1, Undyed Velveteen, 2, Dew Thread, 1, Cotton Boll, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(121, 30, 30, null, ../../assets/recipe-icons/weaver/padded-velveteen-trousers.png, Padded Velveteen Trousers, 1, Undyed Velveteen, 1, Dew Thread, 1, Toad Leather, 1, Diremite Sinew, 1, Iron Rivets, 1, null, null, Lightning Shard, 3, Wind Shard, 3),
(122, 30, 28, null, ../../assets/recipe-icons/weaver/velveteen-bottoms.png, Velveteen Bottoms, 1, Undyed Velveteen, 2, Dew Thread, 1, Iron Ingot, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(123, 30, 31, null, ../../assets/recipe-icons/weaver/velveteen-dress-shoes.png, Velveteen Dress Shoes, 1, Undyed Velveteen, 2, Dew Thread, 1, Rubber, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(124, 31, 31, null, ../../assets/recipe-icons/weaver/velveteen-robe.png, Velveteen Robe, 1, Undyed Velveteen, 3, Dew Thread, 2, Silver Ingot, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(125, 31, 31, null, ../../assets/recipe-icons/weaver/velveteen-bliaud.png, Velveteen Bliaud, 1, Undyed Velveteen, 3, Dew Thread, 2, Silver Ingot, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(126, 31, 31, null, ../../assets/recipe-icons/weaver/velveteen-dress-gloves.png, Velveteen Dress Gloves, 1, Undyed Velveteen, 2, Dew Thread, 2, null, null, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(127, 31, 31, null, ../../assets/recipe-icons/weaver/velveteen-gloves.png, Velveteen Gloves, 1, Undyed Velveteen, 1, Toad Leather, 1, Dew Thread, 2, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(128, 31, 31, null, ../../assets/recipe-icons/weaver/velveteen-sash.png, Velveteen Sash, 1, Undyed Velveteen, 3, Dew Thread, 1, null, null, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(129, 31, 31, null, ../../assets/recipe-icons/weaver/velveteen-gaskins.png, Velveteen Gaskins, 1, Undyed Velveteen, 1, Dew Thread, 1, Toad Leather, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(130, 31, 31, null, ../../assets/recipe-icons/weaver/altered-velveteen-hose.png, Altered Velveteen Hose, 1, Undyed Velveteen, 1, Dew Thread, 1, Toad Leather, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(131, 32, null, null, ../../assets/recipe-icons/weaver/linen-yarn.png, Linen Yarn, 2, Flax, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, null, null),
(132, 32, 32, null, ../../assets/recipe-icons/weaver/velveteen-sugarloaf-hat.png, Velveteen Sugarloaf Hat, 1, Undyed Velveteen, 1, Dew Thread, 1, Steel Ingot, 1, null, null, null, null, null, null, Lightning Shard, 3, Wind Shard, 3),
(133, 32, 32, null, ../../assets/recipe-icons/weaver/velveteen-doublet-vest-of-crafting.png, Velveteen Doublet Vest of Crafting, 1, Undyed Velveteen, 1, Dew Thread, 1, Aldgoat Leather, 1, Silver Ingot, 1, Brimstone, 1, null, null, Lightning Shard, 3, Wind Shard, 3),
(134, 33, null, null, ../../assets/recipe-icons/weaver/undyed-linen.png, Undyed Linen, 1, Linen Yarn, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, null, null),
(135, 33, 32, null, ../../assets/recipe-icons/weaver/velveteen-doublet-vest-of-gathering.png, Velveteen Doublet Vest of Gathering, 1, Undyed Velveteen, 1, Dew Thread, 1, Aldgoat Leather, 1, Silver Ingot, 1, Brimstone, 1, null, null, Lightning Shard, 4, Wind Shard, 3),
(136, 33, 33, null, ../../assets/recipe-icons/weaver/linen-halfgloves.png, Linen Halfgloves, 1, Undyed Linen, 1, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(137, 33, 33, null, ../../assets/recipe-icons/weaver/linen-chausses.png, Linen Chausses, 1, Undyed Linen, 3, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(138, 34, 35, null, ../../assets/recipe-icons/weaver/linen-turban.png, Linen Turban, 1, Undyed Linen, 3, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(139, 34, 35, null, ../../assets/recipe-icons/weaver/linen-bandana.png, Linen Bandana, 1, Undyed Linen, 3, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(140, 34, 35, null, ../../assets/recipe-icons/weaver/linen-shirt.png, Linen Shirt, 1, Undyed Linen, 1, Linen Yarn, 1, Aldgoat Leather, 2, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(141, 34, 35, null, ../../assets/recipe-icons/weaver/linen-sarouel.png, Linen Sarouel, 1, Undyed Linen, 1, Linen Yarn, 1, Aldgoat Leather, 1, Diremite Sinew, 1, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(142, 34, 35, null, ../../assets/recipe-icons/weaver/linen-sarouel-of-gathering.png, Linen Sarouel of Gathering, 1, Undyed Linen, 1, Linen Yarn, 1, Aldgoat Leather, 1, Diremite Sinew, 1, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(143, 35, 36, null, ../../assets/recipe-icons/weaver/linen-hat.png, Linen Hat, 1, Undyed Linen, 2, Linen Yarn, 1, Crow Feather, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(144, 35, 36, null, ../../assets/recipe-icons/weaver/linen-robe.png, Linen Robe, 1, Undyed Linen, 3, Linen Yarn, 2, Sunrise Tellin, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(145, 35, 1, null, ../../assets/recipe-icons/weaver/linen-survival-shirt.png, Linen Survival Shirt, 1, Undyed Linen, 3, Linen Yarn, 2, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(146, 35, 1, null, ../../assets/recipe-icons/weaver/extreme-survival-shirt.png, Extreme Survival Shirt, 1, Undyed Linen, 2, Linen Yarn, 2, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(147, 35, 36, null, ../../assets/recipe-icons/weaver/linen-tights.png, Linen Tights, 1, Undyed Linen, 2, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(148, 35, 36, null, ../../assets/recipe-icons/weaver/altered-linen-chausses.png, Altered Linen Chausses, 1, Undyed Linen, 2, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(149, 35, 1, null, ../../assets/recipe-icons/weaver/linen-survival-halfslops.png, Linen Survival Halfslops, 1, Undyed Linen, 2, Boar Leather, 1, Linen Yarn, 2, Steel Ingot, 1, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(150, 35, 1, null, ../../assets/recipe-icons/weaver/extreme-survival-slops.png, Extreme Survival Slops, 1, Undyed Linen, 3, Boar Leather, 1, Linen Yarn, 2, Steel Ingot, 1, null, null, null, null, Lightning Shard, 4, Wind Shard, 3),
(151, 35, 38, null, ../../assets/recipe-icons/weaver/vintage-half-apron.png, Vintage Half Apron, 1, Greasy Half Apron, 1, Undyed Cotton Cloth, 1, Cotton Yarn, 1, Iron Ingot, 1, null, null, null, null, Lightning Crystal, 1, null, null),
(152, 36, null, null, ../../assets/recipe-icons/weaver/linen-canvas.png, Linen Canvas, 1, Linen Yarn, 2, Cotton Yarn, 1, Beeswax, 1, null, null, null, null, null, null, Lightning Shard, 4, null, null),
(153, 36, 35, null, ../../assets/recipe-icons/weaver/angler's-hat.png, Angler's Hat, 1, Straw, 3, Peiste Leather, 1, Undyed Linen, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(154, 36, 37, null, ../../assets/recipe-icons/weaver/linen-cowl.png, Linen Cowl, 1, Undyed Linen, 4, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(155, 36, 37, null, ../../assets/recipe-icons/weaver/altered-linen-cowl.png, Altered Linen Cowl, 1, Undyed Linen, 4, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(156, 36, 37, null, ../../assets/recipe-icons/weaver/linen-longsash.png, Linen Longsash, 1, Undyed Linen, 3, Cotton Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(157, 36, 36, null, ../../assets/recipe-icons/weaver/linen-trousers.png, Linen Trousers, 1, Undyed Linen, 1, Linen Yarn, 1, Toad Leather, 1, Diremite Sinew, 1, Steel Rivets, 1, null, null, Lightning Shard, 4, Wind Shard, 4),
(158, 37, 38, null, ../../assets/recipe-icons/weaver/linen-wedge-cap-of-crafting.png, Linen Wedge Cap of Crafting, 1, Undyed Linen, 2, Linen Yarn, 1, Electrum Ingot, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(159, 37, 38, null, ../../assets/recipe-icons/weaver/linen-half-apron.png, Linen Half Apron, 1, Undyed Linen, 2, Linen Yarn, 1, Electrum Ingot, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(160, 37, 38, null, ../../assets/recipe-icons/weaver/linen-bottoms.png, Linen Bottoms, 1, Undyed Linen, 1, Linen Yarn, 1, Undyed Velveteen, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(161, 37, 38, null, ../../assets/recipe-icons/weaver/linen-gaiters.png, Linen Gaiters, 1, Undyed Linen, 1, Undyed Velveteen, 1, Electrum Ingot, 1, Rubber, 1, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(162, 37, 40, null, ../../assets/recipe-icons/weaver/vintage-coatee.png, Vintage Coatee, 1, Moth-eaten Coatee, 1, Undyed Cotton Cloth, 2, Iron Ingot, 1, Cotton Yarn, 1, null, null, null, null, Lightning Crystal, 1, null, null),
(163, 38, null, null, ../../assets/recipe-icons/weaver/woolen-yarn.png, Woolen Yarn, 2, Fleece, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 2, null, null),
(164, 38, 38, null, ../../assets/recipe-icons/weaver/linen-wedge-cap-of-gathering.png, Linen Wedge Cap of Gathering, 1, Undyed Linen, 2, Linen Yarn, 1, Electrum Ingot, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(165, 38, 38, null, ../../assets/recipe-icons/weaver/linen-coatee-of-crafting.png, Linen Coatee of Crafting, 1, Undyed Linen, 2, Linen Yarn, 2, Electrum Ingot, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(166, 38, 38, null, ../../assets/recipe-icons/weaver/linen-coatee-of-gathering.png, Linen Coatee of Gathering, 1, Undyed Linen, 2, Linen Yarn, 2, Electrum Ingot, 1, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(167, 38, 38, null, ../../assets/recipe-icons/weaver/linen-shortgloves.png, Linen Shortgloves, 1, Undyed Linen, 2, Linen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 4, Wind Shard, 4),
(168, 38, 41, null, ../../assets/recipe-icons/weaver/vintage-doublet-vest.png, Vintage Doublet Vest, 1, Frayed Cotton Doublet Vest, 1, Undyed Cotton Cloth, 1, Hard Leather, 2, Cotton Yarn, 1, Brass Ingot, 1, null, null, Wind Crystal, 1, null, null),
(169, 39, null, null, ../../assets/recipe-icons/weaver/undyed-woolen-cloth.png, Undyed Woolen Cloth, 1, Woolen Yarn, 2, null, null, null, null, null, null, null, null, null, null, Lightning Shard, 3, null, null),
(170, 39, 40, null, ../../assets/recipe-icons/weaver/woolen-turban.png, Woolen Turban, 1, Undyed Woolen Cloth, 3, Aldgoat Leather, 1, null, null, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(171, 39, 40, null, ../../assets/recipe-icons/weaver/woolen-coif.png, Woolen Coif, 1, Undyed Woolen Cloth, 1, Linen Yarn, 1, Aldgoat Leather, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(172, 39, 40, null, ../../assets/recipe-icons/weaver/woolen-shirt.png, Woolen Shirt, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Aldgoat Leather, 2, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(173, 39, 40, null, ../../assets/recipe-icons/weaver/altered-woolen-shirt.png, Altered Woolen Shirt, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Aldgoat Leather, 2, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(174, 39, 39, null, ../../assets/recipe-icons/weaver/linen-bliaud.png, Linen Bliaud, 1, Undyed Linen, 3, Woolen Yarn, 1, Aldgoat Leather, 1, Hippogryph Sinew, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(175, 39, 40, null, ../../assets/recipe-icons/weaver/woolen-sash.png, Woolen Sash, 1, Undyed Woolen Cloth, 3, Woolen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(176, 39, 40, null, ../../assets/recipe-icons/weaver/padded-linen-trousers.png, Padded Linen Trousers, 1, Undyed Linen, 1, Linen Yarn, 1, Boar Leather, 1, Diremite Sinew, 1, Steel Rivets, 1, null, null, Lightning Shard, 5, Wind Shard, 4),
(177, 39, 39, null, ../../assets/recipe-icons/weaver/linen-gaskins.png, Linen Gaskins, 1, Undyed Linen, 1, Linen Yarn, 1, Boar Leather, 2, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(178, 40, 40, null, ../../assets/recipe-icons/weaver/woolen-coif-of-gathering.png, Woolen Coif of Gathering, 1, Undyed Woolen Cloth, 1, Linen Yarn, 1, Aldgoat Leather, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(179, 40, 41, null, ../../assets/recipe-icons/weaver/woolen-hat.png, Woolen Hat, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 1, Dodo Feather, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(180, 40, 41, null, ../../assets/recipe-icons/weaver/linen-deerstalker.png, Linen Deerstalker, 1, Undyed Linen, 1, Undyed Velveteen, 1, Linen Yarn, 2, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(181, 40, 1, null, ../../assets/recipe-icons/weaver/red-beret.png, Red Beret, 1, Undyed Woolen Cloth, 1, Undyed Velveteen, 1, Woolen Yarn, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(182, 40, 40, null, ../../assets/recipe-icons/weaver/woolen-sarouel.png, Woolen Sarouel, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Aldgoat Leather, 1, Diremite Sinew, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(183, 40, 40, null, ../../assets/recipe-icons/weaver/woolen-sarouel-of-gathering.png, Woolen Sarouel of Gathering, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Aldgoat Leather, 1, Diremite Sinew, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(184, 40, 43, null, ../../assets/recipe-icons/weaver/vintage-chef's-apron.png, Vintage Chef's Apron, 1, Stained Chef's Apron, 1, Undyed Velveteen, 1, Undyed Linen, 1, Dew Thread, 1, null, null, null, null, Lightning Crystal, 1, null, null),
(185, 41, 1, null, ../../assets/recipe-icons/weaver/green-beret.png, Green Beret, 1, Undyed Woolen Cloth, 1, Undyed Velveteen, 1, Woolen Yarn, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(186, 41, 41, null, ../../assets/recipe-icons/weaver/woolen-robe.png, Woolen Robe, 1, Undyed Woolen Cloth, 3, Woolen Yarn, 2, Mythril Ingot, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(187, 41, 41, null, ../../assets/recipe-icons/weaver/linen-smock.png, Linen Smock, 1, Undyed Linen, 2, Undyed Velveteen, 1, Linen Yarn, 1, Lanolin, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(188, 41, 41, null, ../../assets/recipe-icons/weaver/altered-woolen-gown.png, Altered Woolen Gown, 1, Undyed Woolen Cloth, 3, Woolen Yarn, 2, Mythril Ingot, 1, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(189, 41, 41, null, ../../assets/recipe-icons/weaver/woolen-dress-gloves.png, Woolen Dress Gloves, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(190, 41, 41, null, ../../assets/recipe-icons/weaver/woolen-tights.png, Woolen Tights, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(191, 41, 41, null, ../../assets/recipe-icons/weaver/altered-woolen-chausses.png, Altered Woolen Chausses, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 1, null, null, null, null, null, null, null, null, Lightning Shard, 5, Wind Shard, 4),
(192, 41, 44, null, ../../assets/recipe-icons/weaver/vintage-chef's-hat.png, Vintage Chef's Hat, 1, Ripped Chef's Hat, 1, Undyed Velveteen, 1, Undyed Linen, 1, Dew Thread, 1, null, null, null, null, Lightning Crystal, 1, null, null),
(193, 42, null, null, ../../assets/recipe-icons/weaver/felt-lining.png, Felt Lining, 1, Fleece, 2, Grenade Ash, 1, Natron, 1, null, null, null, null, null, null, Lightning Shard, 5, null, null),
(194, 42, 43, null, ../../assets/recipe-icons/weaver/ranger's-hat.png, Ranger's Hat, 1, Undyed Woolen Cloth, 1, Dew Thread, 1, Boar Leather, 1, Chocobo Feather, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(195, 42, 43, null, ../../assets/recipe-icons/weaver/altered-woolen-hat.png, Altered Woolen Hat, 1, Undyed Woolen Cloth, 1, Dew Thread, 1, Boar Leather, 1, Wildfowl Feather, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(196, 42, 43, null, ../../assets/recipe-icons/weaver/woolen-beret.png, Woolen Beret, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Apkallu Down, 1, Chocobo Feather, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(197, 42, 44, null, ../../assets/recipe-icons/weaver/woolen-cavalier's-hat.png, Woolen Cavalier's Hat, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Wildfowl Feather, 1, Brass Ingot, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(198, 42, 1, null, ../../assets/recipe-icons/weaver/white-beret.png, White Beret, 1, Undyed Woolen Cloth, 1, Undyed Velveteen, 1, Woolen Yarn, 1, Apkallu Down, 2, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(199, 42, 43, null, ../../assets/recipe-icons/weaver/ranger's-tunic.png, Ranger's Tunic, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 1, Aldgoat Leather, 1, Hippogryph Sinew, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(200, 42, 43, null, ../../assets/recipe-icons/weaver/woolen-tunic.png, Woolen Tunic, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 1, Aldgoat Leather, 1, Hippogryph Sinew, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(201, 42, 41, null, ../../assets/recipe-icons/weaver/linen-doublet.png, Linen Doublet, 1, Undyed Linen, 2, Linen Yarn, 1, Boar Leather, 1, Steel Ingot, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
(202, 42, 43, null, ../../assets/recipe-icons/weaver/woolen-gown.png, Woolen Gown, 1, Undyed Woolen Cloth, 2, Undyed Linen, 1, Woolen Yarn, 1, Mythril Ingot, 1, null, null, null, null, Lightning Shard, 5, Wind Shard, 5),
