(1, 1, null, null, ../../assets/recipe-icons/distilled-water.png, Distilled Water, 1, Muddy Water, 1, null, null, null, null, null, null, null, null, null, null, Water Shard, 1, null, null),
(126, 50 , null, null, ../../assets/recipe-icons/enchanted-gold-ink.png, Enchanted Gold Ink, 1, Gold Sand, 3, Spoken Blood, 1, null, null, null, null, null, null, null, null, Water Crystal, 3, null, null),
(127, 50 , 55, null, ../../assets/recipe-icons/vamper's-knives.png, Vamper's Knives, 1, Bloody Knife Blades, 1, Potent Sleeping Potion, 1, Rosewood Lumber, 1, null, null, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(128, 50 , 55, null, ../../assets/recipe-icons/erudite's-picatrix-of-casting.png, Erudite's Picatrix of Casting, 1, Bloody Grimoire Binding, 1, Enchanted Gold Ink, 1, null, null, null, null, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(129, 50 , 55, null, ../../assets/recipe-icons/madman's-whispering-rod.png, Madman's Whispering Rod, 1, Thavnairian Mistletoe, 1, Growth Formula Delta, 1, Vampire Plant, 1, null, null, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(130, 50 , 55, null, ../../assets/recipe-icons/erudite's-picatrix-of-healing.png, Erudite's Picatrix of Healing, 1, Bloody Grimoire Binding, 1, Enchanted Gold Ink, 1, null, null, null, null, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(131, 50 , null, null, ../../assets/recipe-icons/watered-cordial.png, Watered Cordial, 3, Mineral Water, 1, Trillium, 1, Galago Mint, 1, Blood Currants, 1, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(132, 50 , null, null, ../../assets/recipe-icons/growth-formula-delta-concentrate.png, Growth Formula Delta Concentrate, 1, Trillium Bulb, 1, Quicksilver, 1, Rock Salt, 1, Lime Sulphur, 9, null, null, null, null, Water Cluster, 1, null, null),
(133, 50 , null, null, ../../assets/recipe-icons/enchanted-rose-gold-ink.png, Enchanted Rose Gold Ink, 1, Enchanted Gold Ink, 1, Minium, 9, null, null, null, null, null, null, null, null, Water Cluster, 1, null, null),
(134, 50 , null, null, ../../assets/recipe-icons/diluted-vitriol.png, Diluted Vitriol, 9, Filtered Water, 9, Vitriol, 6, null, null, null, null, null, null, null, null, Water Cluster, 1, null, null),
(135, 50 , null, null, ../../assets/recipe-icons/crystal-glass.png, Crystal Glass, 1, Silex, 3, Natron, 1, Minium, 1, null, null, null, null, null, null, Water Crystal, 5, null, null),
(136, 50 , null, null, ../../assets/recipe-icons/suspended-trillium-flower.png, Suspended Trillium Flower, 1, Growth Formula Delta Concentrate, 1, Trillium, 1, Growth Formula Delta, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(137, 50 , 70, null, ../../assets/recipe-icons/deus-ex-verbis.png, Deus Ex Verbis, 1, Enchanted Rose Gold Ink, 1, Darksteel Nugget, 3, Silver Ingot, 1, Hippogryph Leather, 1, Silk Thread, 1, null, null, Water Cluster, 1, Lightning Cluster, 1),
(138, 50 , 70, null, ../../assets/recipe-icons/alkalurops.png, Alkalurops, 1, Suspended Trillium Flower, 1, Darksteel Nugget, 1, Spruce Lumber, 2, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(139, 50 , 70, null, ../../assets/recipe-icons/deus-ex-gratia.png, Deus Ex Gratia, 1, Enchanted Rose Gold Ink, 1, Darksteel Nugget, 3, Silver Ingot, 1, Hippogryph Leather, 1, Silk Thread, 1, null, null, Water Cluster, 1, Lightning Cluster, 1),
(140, 50 , null, null, ../../assets/recipe-icons/x-potion.png, X-Potion, 3, Filtered Water, 1, Thavnairian Mistletoe, 1, Vampire Plant, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(141, 50 , null, null, ../../assets/recipe-icons/x-ether.png, X-Ether, 3, Voidsent Blood, 1, Thavnairian Mistletoe, 1, Mugwort, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(142, 50 , null, null, ../../assets/recipe-icons/hi-elixir.png, Hi-Elixir, 3, Lime Sulphur, 1, Growth Formula Delta, 1, Thavnairian Mistletoe, 1, Treant Sap, 1, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(143, 50 , null, null, ../../assets/recipe-icons/x-potion-of-strength.png, X-Potion of Strength, 3, Volcanic Rock Salt, 1, Shark Oil, 1, Thavnairian Mistletoe, 1, null, null, null, null, null, null, Water Shard, 8, Lightning Shard, 7),
(144, 50 , null, null, ../../assets/recipe-icons/x-potion-of-dexterity.png, X-Potion of Dexterity, 3, Volcanic Rock Salt, 1, Dart Frog, 1, Thavnairian Mistletoe, 1, null, null, null, null, null, null, Water Shard, 8, Lightning Shard, 7),
(145, 50 , null, null, ../../assets/recipe-icons/x-potion-of-vitality.png, X-Potion of Vitality, 3, Volcanic Rock Salt, 1, Grenade Ash, 1, Thavnairian Mistletoe, 1, null, null, null, null, null, null, Water Shard, 8, Lightning Shard, 7),
(146, 50 , null, null, ../../assets/recipe-icons/x-potion-of-intelligence.png, X-Potion of Intelligence, 3, Volcanic Rock Salt, 1, Black Scorpion, 1, Thavnairian Mistletoe, 1, null, null, null, null, null, null, Water Shard, 8, Lightning Shard, 7),
(147, 50 , null, null, ../../assets/recipe-icons/x-potion-of-mind.png, X-Potion of Mind, 3, Volcanic Rock Salt, 1, Pudding Flesh, 1, Thavnairian Mistletoe, 1, null, null, null, null, null, null, Water Shard, 8, Lightning Shard, 7),
(148, 50 , null, null, ../../assets/recipe-icons/fire-ward-mega-potion.png, Fire Ward Mega-Potion, 3, Volcanic Rock Salt, 1, Raw Rubellite, 1, Trillium Bulb, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(149, 50 , null, null, ../../assets/recipe-icons/water-ward-mega-potion.png, Water Ward Mega-Potion, 3, Volcanic Rock Salt, 1, Raw Turquoise, 1, Trillium Bulb, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(150, 50 , null, null, ../../assets/recipe-icons/earth-ward-mega-potion.png, Earth Ward Mega-Potion, 3, Volcanic Rock Salt, 1, Raw Amber, 1, Trillium Bulb, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(151, 50 , null, null, ../../assets/recipe-icons/ice-ward-mega-potion.png, Ice Ward Mega-Potion, 3, Volcanic Rock Salt, 1, Raw Zircon, 1, Trillium Bulb, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(152, 50 , null, null, ../../assets/recipe-icons/wind-ward-mega-potion.png, Wind Ward Mega-Potion, 3, Volcanic Rock Salt, 1, Raw Tourmaline, 1, Trillium Bulb, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(153, 50 , null, null, ../../assets/recipe-icons/lightning-ward-mega-potion.png, Lightning Ward Mega-Potion, 3, Volcanic Rock Salt, 1, Raw Spinel, 1, Trillium Bulb, 1, null, null, null, null, null, null, Water Cluster, 1, Lightning Cluster, 1),
(154, 51, null, null, ../../assets/recipe-icons/growth-formula-epsilon.png, Growth Formula Epsilon, 1, Icetrap Leaf, 3, Quicksilver, 1, Volcanic Rock Salt, 2, null, null, null, null, null, null, Water Crystal, 3, null, null),
(155, 51, null, null, ../../assets/recipe-icons/enchanted-mythrite-ink.png, Enchanted Mythrite Ink, 1, Mythrite Sand, 4, Deepeye Tears, 2, null, null, null, null, null, null, null, null, Water Crystal, 3, null, null),
(156, 51, null, null, ../../assets/recipe-icons/void-glue.png, Void Glue, 1, Gelato Flesh, 3, Pudding Flesh, 2, null, null, null, null, null, null, null, null, Water Crystal, 3, null, null),
(157, 51, 115, null, ../../assets/recipe-icons/archaeoskin-grimoire.png, Archaeoskin Grimoire, 1, Archaeornis Leather, 2, Hippogryph Leather, 1, Electrum Ingot, 1, Enchanted Mythrite Ink, 1, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(158, 51, 115, null, ../../assets/recipe-icons/archaeoskin-codex.png, Archaeoskin Codex, 1, Archaeornis Leather, 2, Hippogryph Leather, 1, Electrum Ingot, 1, Enchanted Mythrite Ink, 1, null, null, null, null, Water Crystal, 3, Lightning Crystal, 2),
(159, 52, null, null, ../../assets/recipe-icons/holy-water.png, Holy Water, 3, Dravanian Spring Water, 2, Dravanian Mistletoe, 2, null, null, null, null, null, null, null, null, Water Crystal, 3, null, null),
(160, 52, 125, null, ../../assets/recipe-icons/wyvernskin-grimoire.png, Wyvernskin Grimoire, 1, Wyvern Leather, 2, Mythrite Ingot, 1, Enchanted Mythrite Ink, 1, null, null, null, null, null, null, Water Crystal, 3, Lightning Crystal, 3),
(161, 52, 125, null, ../../assets/recipe-icons/holy-cedar-wand.png, Holy Cedar Wand, 1, Holy Cedar Lumber, 1, Rainbow Cloth, 1, Rainbow Thread, 1, Growth Formula Epsilon, 2, null, null, null, null, Water Crystal, 3, Lightning Crystal, 3),
(162, 52, 125, null, ../../assets/recipe-icons/wyvernskin-codex.png, Wyvernskin Codex, 1, Wyvern Leather, 2, Mythrite Ingot, 1, Enchanted Mythrite Ink, 1, null, null, null, null, null, null, Water Crystal, 3, Lightning Crystal, 3),
(163, 53, null, null, ../../assets/recipe-icons/grade-1-strength-dissolvent.png, Grade 1 Strength Dissolvent, 3, Deepeye Tears, 4, Bear Fat, 2, Volcanic Rock Salt, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(164, 53, null, null, ../../assets/recipe-icons/grade-1-dexterity-dissolvent.png, Grade 1 Dexterity Dissolvent, 3, Deepeye Tears, 4, Mist Dill, 2, Volcanic Rock Salt, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(165, 54, null, null, ../../assets/recipe-icons/enchanted-hardsilver-ink.png, Enchanted Hardsilver Ink, 1, Hardsilver Sand, 4, Dhalmel Saliva, 2, Dravanian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(166, 54, null, null, ../../assets/recipe-icons/grade-1-vitality-dissolvent.png, Grade 1 Vitality Dissolvent, 3, Deepeye Tears, 4, Wyvern Wing, 2, Volcanic Rock Salt, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(167, 54, null, null, ../../assets/recipe-icons/grade-1-intelligence-dissolvent.png, Grade 1 Intelligence Dissolvent, 3, Deepeye Tears, 4, Mogpom, 2, Volcanic Rock Salt, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(168, 54, null, null, ../../assets/recipe-icons/grade-1-mind-dissolvent.png, Grade 1 Mind Dissolvent, 3, Deepeye Tears, 4, Blue Cloud Coral, 2, Volcanic Rock Salt, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(169, 55, null, null, ../../assets/recipe-icons/wing-glue.png, Wing Glue, 1, Wyvern Wing, 3, Ahriman Wing, 2, Dhalmel Saliva, 2, null, null, null, null, null, null, Water Crystal, 4, null, null),
(170, 55, 133, null, ../../assets/recipe-icons/dhalmelskin-grimoire.png, Dhalmelskin Grimoire, 1, Dhalmel Leather, 2, Hardsilver Nugget, 1, Spinel, 1, Enchanted Hardsilver Ink, 1, null, null, null, null, Water Crystal, 4, Lightning Crystal, 4),
(171, 55, 133, null, ../../assets/recipe-icons/dhalmelskin-codex.png, Dhalmelskin Codex, 1, Dhalmel Leather, 2, Hardsilver Nugget, 1, Rubellite, 1, Enchanted Hardsilver Ink, 1, null, null, null, null, Water Crystal, 4, Lightning Crystal, 4),
(172, 56, null, null, ../../assets/recipe-icons/hallowed-water.png, Hallowed Water, 3, Abalathian Spring Water, 2, Abalathian Mistletoe, 2, null, null, null, null, null, null, null, null, Water Crystal, 5, null, null),
(173, 56, 139, null, ../../assets/recipe-icons/hallowed-chestnut-wand.png, Hallowed Chestnut Wand, 1, Hallowed Chestnut Lumber, 1, Hardsilver Ingot, 1, Growth Formula Epsilon, 3, null, null, null, null, null, null, Water Crystal, 5, Lightning Crystal, 4),
(174, 57, 139, null, ../../assets/recipe-icons/dragonskin-grimoire.png, Dragonskin Grimoire, 1, Dragon Leather, 2, Hardsilver Ingot, 1, Mythrite Ingot, 1, Enchanted Hardsilver Ink, 1, null, null, null, null, Water Crystal, 5, Lightning Crystal, 4),
(175, 57, 139, null, ../../assets/recipe-icons/dragonskin-codex.png, Dragonskin Codex, 1, Dragon Leather, 2, Hardsilver Ingot, 1, Mythrite Ingot, 1, Enchanted Hardsilver Ink, 1, null, null, null, null, Water Crystal, 5, Lightning Crystal, 4),
(176, 58, null, null, ../../assets/recipe-icons/growth-formula-zeta.png, Growth Formula Zeta, 1, Rue, 3, Dhalmel Saliva, 1, Red Quartz, 2, null, null, null, null, null, null, Water Crystal, 5, null, null),
(177, 58, null, null, ../../assets/recipe-icons/enchanted-aurum-regis-ink.png, Enchanted Aurum Regis Ink, 1, Aurum Regis Sand, 4, Dragon Blood, 2, Abalathian Spring Water, 1, null, null, null, null, null, null, Water Crystal, 5, null, null),
(178, 58, 145, null, ../../assets/recipe-icons/book-of-aurum-regis.png, Book of Aurum Regis, 1, Aurum Regis Nugget, 2, Hardsilver Ingot, 1, Star Ruby, 2, Enchanted Aurum Regis Ink, 1, null, null, null, null, Water Crystal, 5, Lightning Crystal, 5),
(179, 58, 145, null, ../../assets/recipe-icons/noble's-picatrix.png, Noble's Picatrix, 1, Aurum Regis Nugget, 2, Hardsilver Ingot, 1, Star Sapphire, 2, Enchanted Aurum Regis Ink, 1, null, null, null, null, Water Crystal, 5, Lightning Crystal, 5),
(180, 59, null, null, ../../assets/recipe-icons/scale-glue.png, Scale Glue, 1, Dragon Scale, 3, Drake Scales, 2, Biast Scales, 2, null, null, null, null, null, null, Water Crystal, 5, null, null),
(181, 60, null, null, ../../assets/recipe-icons/hakutaku-eye-cluster.png, Hakutaku Eye Cluster, 1, Wooden Hakutaku Eye, 1, Burning Hakutaku Eye, 1, Earthen Hakutaku Eye, 1, Golden Hakutaku Eye, 1, Damp Hakutaku Eye, 1, null, null, Water Crystal, 6, Lightning Crystal, 5),
(182, 60, null, null, ../../assets/recipe-icons/potion-of-harmony.png, Potion of Harmony, 3, Lizard Tail, 1, Reishi Mushroom, 1, Pagos Spring Water, 1, Pagos Sage, 1, null, null, null, null, Water Crystal, 6, Lightning Crystal, 5),
(183, 60, null, null, ../../assets/recipe-icons/max-potion.png, Max-Potion, 3, Royal Mistletoe, 1, Gem Marimo, 1, Coneflower, 1, Cow Bitter, 1, Filtered Water, 1, null, null, Water Crystal, 6, Lightning Crystal, 5),
(184, 60, null, null, ../../assets/recipe-icons/max-ether.png, Max-Ether, 3, Royal Mistletoe, 1, Gem Marimo, 1, Highland Oregano, 1, Dandelion, 1, Filtered Water, 1, null, null, Water Crystal, 6, Lightning Crystal, 5),
(185, 61, null, null, ../../assets/recipe-icons/growth-formula-eta.png, Growth Formula Eta, 1, Nigari, 1, Moth Scales, 2, Birch Sap, 1, null, null, null, null, null, null, Water Crystal, 3, null, null),
(186, 61, null, null, ../../assets/recipe-icons/enchanted-koppranickel-ink.png, Enchanted Koppranickel Ink, 1, Koppranickel Sand, 3, Moth Scales, 1, Deepeye Tears, 1, null, null, null, null, null, null, Water Crystal, 3, null, null),
(187, 61, 255, null, ../../assets/recipe-icons/koppranickel-index.png, Koppranickel Index, 1, Koppranickel Nugget, 2, Mythrite Nugget, 2, Beech Lumber, 1, Amphiptere Leather, 1, Enchanted Koppranickel Ink, 1, null, null, Water Crystal, 3, Lightning Crystal, 2),
(188, 61, 255, null, ../../assets/recipe-icons/koppranickel-codex.png, Koppranickel Codex, 1, Koppranickel Nugget, 2, Mythrite Nugget, 2, Beech Lumber, 1, Star Ruby, 1, Enchanted Koppranickel Ink, 1, null, null, Water Crystal, 3, Lightning Crystal, 2),
(189, 62, 265, null, ../../assets/recipe-icons/gyuki-leather-grimoire.png, Gyuki Leather Grimoire, 1, Gyuki Leather, 2, Koppranickel Ingot, 1, Larch Lumber, 1, Enchanted Koppranickel Ink, 1, null, null, null, null, Water Crystal, 3, Lightning Crystal, 3),
(190, 62, 265, null, ../../assets/recipe-icons/gyuki-leather-codex.png, Gyuki Leather Codex, 1, Gyuki Leather, 2, Koppranickel Ingot, 1, Larch Lumber, 1, Enchanted Koppranickel Ink, 1, null, null, null, null, Water Crystal, 3, Lightning Crystal, 3),
(191, 62, null, null, ../../assets/recipe-icons/potent-spiritbond-potion.png, Potent Spiritbond Potion, 3, Gyr Abanian Mineral Water, 1, Muud Suud Horn, 2, Loquat, 1, Sugar Beet, 1, null, null, null, null, Water Crystal, 3, Lightning Crystal, 3),
(192, 63, null, null, ../../assets/recipe-icons/grade-1-reisui-of-strength.png, Grade 1 Reisui of Strength, 3, Gyr Abanian Mineral Water, 1, Holy Basil, 2, Rue, 2, Diatomite, 1, null, null, null, null, Water Crystal, 4, null, null),
(193, 63, null, null, ../../assets/recipe-icons/grade-1-reisui-of-dexterity.png, Grade 1 Reisui of Dexterity, 3, Gyr Abanian Mineral Water, 1, Holy Basil, 2, Coneflower, 2, Diatomite, 1, null, null, null, null, Water Crystal, 4, null, null),
(194, 63, null, null, ../../assets/recipe-icons/grade-1-reisui-of-vitality.png, Grade 1 Reisui of Vitality, 3, Gyr Abanian Mineral Water, 1, Holy Basil, 2, Cow Bitter, 2, Diatomite, 1, null, null, null, null, Water Crystal, 4, null, null),
(195, 63, null, null, ../../assets/recipe-icons/grade-1-reisui-of-intelligence.png, Grade 1 Reisui of Intelligence, 3, Gyr Abanian Mineral Water, 1, Holy Basil, 2, Coriander, 2, Diatomite, 1, null, null, null, null, Water Crystal, 4, null, null),
(196, 63, null, null, ../../assets/recipe-icons/grade-1-reisui-of-mind.png, Grade 1 Reisui of Mind, 3, Gyr Abanian Mineral Water, 1, Holy Basil, 2, Dandelion, 2, Diatomite, 1, null, null, null, null, Water Crystal, 4, null, null),
(197, 64, null, null, ../../assets/recipe-icons/enchanted-durium-ink.png, Enchanted Durium Ink, 1, Durium Sand, 3, Cottonseed Oil, 1, Gyr Abanian Mineral Water, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(198, 64, null, null, ../../assets/recipe-icons/beetle-glue.png, Beetle Glue, 1, Rhino Beetle Carapace, 2, Pine Resin, 1, Moth Scales, 1, null, null, null, null, null, null, Water Crystal, 4, null, null),
(199, 64, null, null, ../../assets/recipe-icons/competent-craftsman's-tea.png, Competent Craftsman's Tea, 3, Crescent Spring Water, 1, Dzo Horn, 1, Kudzu Root, 2, Cumin Seeds, 1, null, null, null, null, Water Crystal, 4, Lightning Crystal, 3),
(200, 65, 273, null, ../../assets/recipe-icons/tigerskin-grimoire.png, Tigerskin Grimoire, 1, Tiger Leather, 2, Durium Nugget, 1, Pine Lumber, 1, Kyanite, 1, Enchanted Durium Ink, 1, null, null, Water Crystal, 4, Lightning Crystal, 4),
(201, 65, 273, null, ../../assets/recipe-icons/tigerskin-codex.png, Tigerskin Codex, 1, Tiger Leather, 2, Durium Nugget, 1, Pine Lumber, 1, Star Spinel, 1, Enchanted Durium Ink, 1, null, null, Water Crystal, 4, Lightning Crystal, 4),
(202, 65, null, null, ../../assets/recipe-icons/commanding-craftsman's-tea.png, Commanding Craftsman's Tea, 3, Crescent Spring Water, 1, Dzo Horn, 1, Persimmon Leaf, 2, Cumin Seeds, 1, null, null, null, null, Water Crystal, 4, Lightning Crystal, 4),
(203, 66, null, null, ../../assets/recipe-icons/growth-formula-theta.png, Growth Formula Theta, 1, Windtea Leaves, 3, Persimmon Tannin, 1, Perlite, 1, null, null, null, null, null, null, Water Crystal, 5, null, null),
(204, 66, null, null, ../../assets/recipe-icons/persimmon-tannin.png, Persimmon Tannin, 3, Persimmon, 5, Crescent Spring Water, 1, null, null, null, null, null, null, null, null, Water Crystal, 5, null, null),
