(1, 1, null, null, ../../assets/recipe-icons/leatherworker/leather.png, Leather, 1, Animal Skin, 1, null, null, null, null, null, null, null, null, null, null, Earth Shard, 1, null, null),
(117, 33, 35, null, ../../assets/recipe-icons/leatherworker/fingerless-boarskin-gloves.png, Fingerless Boarskin Gloves, 1, Boar Leather, 2, Aldgoat Leather, 1, Steel Rivets, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(118, 33, 35, null, ../../assets/recipe-icons/leatherworker/boarskin-satchel-belt.png, Boarskin Satchel Belt, 1, Boar Leather, 1, Silver Ingot, 1, Linen Yarn, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(119, 34, 35, null, ../../assets/recipe-icons/leatherworker/fingerless-boarskin-gloves-of-gathering.png, Fingerless Boarskin Gloves of Gathering, 1, Boar Leather, 2, Aldgoat Leather, 1, Steel Rivets, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(120, 34, 35, null, ../../assets/recipe-icons/leatherworker/boarskin-choker.png, Boarskin Choker, 1, Boar Leather, 1, Hippogryph Sinew, 1, null, null, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(121, 35, 1, null, ../../assets/recipe-icons/leatherworker/boarskin-survival-hat.png, Boarskin Survival Hat, 1, Boar Leather, 2, Linen Yarn, 1, Lapis Lazuli, 2, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(122, 35, 35, null, ../../assets/recipe-icons/leatherworker/boarskin-crakows.png, Boarskin Crakows, 1, Boar Leather, 1, Steel Ingot, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(123, 35, 35, null, ../../assets/recipe-icons/leatherworker/altered-boarskin-thighboots.png, Altered Boarskin Thighboots, 1, Boar Leather, 1, Steel Ingot, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(124, 35, 35, null, ../../assets/recipe-icons/leatherworker/toadskin-duckbills.png, Toadskin Duckbills, 1, Toad Leather, 1, Undyed Linen, 1, null, null, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(125, 35, 35, null, ../../assets/recipe-icons/leatherworker/boarskin-crakows-of-gathering.png, Boarskin Crakows of Gathering, 1, Boar Leather, 1, Steel Ingot, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(126, 35, 1, null, ../../assets/recipe-icons/leatherworker/boarskin-survival-boots.png, Boarskin Survival Boots, 1, Boar Leather, 2, Linen Yarn, 2, null, null, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 3),
(127, 35, 38, null, ../../assets/recipe-icons/leatherworker/vintage-shepherd's-belt.png, Vintage Shepherd's Belt, 1, Cracked Shepherd's Belt, 1, Boar Leather, 1, null, null, null, null, null, null, null, null, Earth Crystal, 1, null, null),
(128, 36, 36, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands.png, Boarskin Ringbands, 1, Boar Leather, 1, Steel Ingot, 1, null, null, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(129, 36, 37, null, ../../assets/recipe-icons/leatherworker/boarskin-wristbands.png, Boarskin Wristbands, 1, Boar Leather, 1, Horn Glue, 1, Blue Coral, 2, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(130, 36, 37, null, ../../assets/recipe-icons/leatherworker/boarskin-wristbands-of-gathering.png, Boarskin Wristbands of Gathering, 1, Boar Leather, 1, Horn Glue, 1, Blue Coral, 2, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(131, 37, 37, null, ../../assets/recipe-icons/leatherworker/boarskin-pot-helm.png, Boarskin Pot Helm, 1, Mythril Rivets, 1, Boar Leather, 1, Aldgoat Leather, 1, Brass Ingot, 1, Aquamarine, 1, null, null, Earth Shard, 4, Wind Shard, 4),
(132, 37, 37, null, ../../assets/recipe-icons/leatherworker/altered-boarskin-pot-helm.png, Altered Boarskin Pot Helm, 1, Mythril Rivets, 1, Boar Leather, 1, Aldgoat Leather, 1, Brass Ingot, 1, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(133, 37, 37, null, ../../assets/recipe-icons/leatherworker/boarskin-harness.png, Boarskin Harness, 1, Boar Leather, 1, Steel Ingot, 2, Aldgoat Leather, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(134, 37, 37, null, ../../assets/recipe-icons/leatherworker/boarskin-shepherd's-belt.png, Boarskin Shepherd's Belt, 1, Boar Leather, 2, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(135, 37, 37, null, ../../assets/recipe-icons/leatherworker/boarskin-subligar.png, Boarskin Subligar, 1, Boar Leather, 2, Undyed Linen, 1, Steel Ingot, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(136, 37, 40, null, ../../assets/recipe-icons/leatherworker/vintage-chef's-belt.png, Vintage Chef's Belt, 1, Frayed Chef's Belt, 1, Boar Leather, 1, null, null, null, null, null, null, null, null, Earth Crystal, 1, null, null),
(137, 38, null, null, ../../assets/recipe-icons/leatherworker/peiste-leather.png, Peiste Leather, 1, Peiste Skin, 1, Black Alumen, 1, null, null, null, null, null, null, null, null, Earth Shard, 4, null, null),
(138, 38, 40, null, ../../assets/recipe-icons/leatherworker/fingerless-peisteskin-gloves.png, Fingerless Peisteskin Gloves, 1, Peiste Leather, 2, Boar Leather, 1, Steel Rivets, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(139, 38, 38, null, ../../assets/recipe-icons/leatherworker/boarskin-breeches.png, Boarskin Breeches, 1, Boar Leather, 2, Undyed Linen, 2, Linen Yarn, 1, null, null, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(140, 38, 40, null, ../../assets/recipe-icons/leatherworker/peisteskin-crakows.png, Peisteskin Crakows, 1, Peiste Leather, 1, Mythril Ingot, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(141, 38, 40, null, ../../assets/recipe-icons/leatherworker/peisteskin-crakows-of-gathering.png, Peisteskin Crakows of Gathering, 1, Peiste Leather, 1, Mythril Ingot, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 4, Wind Shard, 4),
(142, 39, 42, null, ../../assets/recipe-icons/leatherworker/peisteskin-harness.png, Peisteskin Harness, 1, Peiste Leather, 1, Boar Leather, 1, Mythril Ingot, 2, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(143, 39, 40, null, ../../assets/recipe-icons/leatherworker/fingerless-peisteskin-gloves-of-gathering.png, Fingerless Peisteskin Gloves of Gathering, 1, Peiste Leather, 2, Boar Leather, 1, Steel Rivets, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(144, 39, 41, null, ../../assets/recipe-icons/leatherworker/boarskin-thighboots.png, Boarskin Thighboots, 1, Boar Leather, 1, Toad Leather, 1, Undyed Linen, 1, Rubber, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(145, 39, 40, null, ../../assets/recipe-icons/leatherworker/boarskin-ring.png, Boarskin Ring, 1, Boar Leather, 1, Woolen Yarn, 1, null, null, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(146, 39, 42, null, ../../assets/recipe-icons/leatherworker/vintage-smithy's-gloves.png, Vintage Smithy's Gloves, 1, Blackened Smithy's Gloves, 1, Boar Leather, 1, Diremite Sinew, 1, null, null, null, null, null, null, Wind Crystal, 1, null, null),
(147, 40, 1, null, ../../assets/recipe-icons/leatherworker/highland-hood.png, Highland Hood, 1, Blue Fox Hide, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(148, 40, 1, null, ../../assets/recipe-icons/leatherworker/highland-smock.png, Highland Smock, 1, Blue Fox Hide, 1, Undyed Woolen Cloth, 2, Woolen Yarn, 2, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(149, 40, 41, null, ../../assets/recipe-icons/leatherworker/boarskin-smithy's-gloves.png, Boarskin Smithy's Gloves, 1, Boar Leather, 2, Steel Ingot, 1, Hippogryph Sinew, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(150, 40, 1, null, ../../assets/recipe-icons/leatherworker/highland-mitts.png, Highland Mitts, 1, Blue Fox Hide, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(151, 40, 42, null, ../../assets/recipe-icons/leatherworker/peisteskin-hunting-belt.png, Peisteskin Hunting Belt, 1, Boar Leather, 1, Peiste Leather, 1, Mythril Ingot, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(152, 40, 42, null, ../../assets/recipe-icons/leatherworker/boarskin-tool-belt.png, Boarskin Tool Belt, 1, Boar Leather, 2, Mythril Rivets, 1, null, null, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(153, 40, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-survival-belt.png, Boarskin Survival Belt, 1, Boar Leather, 2, Undyed Linen, 1, Silver Ingot, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(154, 40, 40, null, ../../assets/recipe-icons/leatherworker/boarskin-duckbills.png, Boarskin Duckbills, 1, Boar Leather, 1, Undyed Woolen Cloth, 1, null, null, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(155, 40, 1, null, ../../assets/recipe-icons/leatherworker/highland-boots.png, Highland Boots, 1, Blue Fox Hide, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Rubber, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(156, 40, null, null, ../../assets/recipe-icons/leatherworker/highland-barding.png, Highland Barding, 1, Blue Fox Hide, 2, Undyed Woolen Cloth, 2, Woolen Yarn, 3, Elm Lumber, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(157, 41, null, null, ../../assets/recipe-icons/leatherworker/raptor-leather.png, Raptor Leather, 1, Raptor Skin, 1, Black Alumen, 1, null, null, null, null, null, null, null, null, Earth Shard, 5, null, null),
(158, 41, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-belt.png, Boarskin Belt, 1, Boar Leather, 1, Mythril Ingot, 1, Hippogryph Sinew, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(159, 41, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-skirt.png, Boarskin Skirt, 1, Boar Leather, 2, Undyed Linen, 1, Silver Ingot, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(160, 41, 42, null, ../../assets/recipe-icons/leatherworker/peisteskin-subligar.png, Peisteskin Subligar, 1, Peiste Leather, 2, Mythril Ingot, 1, Undyed Woolen Cloth, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(161, 41, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-culottes.png, Boarskin Culottes, 1, Boar Leather, 2, Undyed Woolen Cloth, 2, null, null, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(162, 41, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-moccasins.png, Boarskin Moccasins, 1, Boar Leather, 1, Aldgoat Leather, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 4),
(163, 41, 44, null, ../../assets/recipe-icons/leatherworker/vintage-thighboots.png, Vintage Thighboots, 1, Mildewed Thighboots, 1, Raptor Leather, 1, Rubber, 1, Iron Rivets, 1, Diremite Sinew, 1, null, null, Earth Crystal, 1, null, null),
(164, 42, 42, null, ../../assets/recipe-icons/leatherworker/raptorskin-targe.png, Raptorskin Targe, 1, Raptor Leather, 1, Oak Lumber, 1, Mythril Rivets, 1, Aldgoat Horn, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(165, 42, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-workboots.png, Boarskin Workboots, 1, Boar Leather, 2, Undyed Linen, 1, Hippogryph Sinew, 1, Rubber, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(166, 43, null, null, ../../assets/recipe-icons/leatherworker/uraeus-leather.png, Uraeus Leather, 1, Uraeus Skin, 1, Black Alumen, 1, null, null, null, null, null, null, null, null, Earth Crystal, 1, null, null),
(167, 43, 43, null, ../../assets/recipe-icons/leatherworker/boarskin-jerkin.png, Boarskin Jerkin, 1, Boar Leather, 3, Undyed Woolen Cloth, 1, Silver Ingot, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(168, 43, 45, null, ../../assets/recipe-icons/leatherworker/fingerless-raptorskin-gloves.png, Fingerless Raptorskin Gloves, 1, Raptor Leather, 2, Boar Leather, 1, Cobalt Rivets, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(169, 43, 46, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands-of-tremors.png, Boarskin Ringbands of Tremors, 1, Boarskin Ringbands, 1, Electrum Ingot, 1, Eye of Earth, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(170, 43, 46, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands-of-frost.png, Boarskin Ringbands of Frost, 1, Boarskin Ringbands, 1, Electrum Ingot, 1, Eye of Ice, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(171, 43, 46, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands-of-gales.png, Boarskin Ringbands of Gales, 1, Boarskin Ringbands, 1, Electrum Ingot, 1, Eye of Wind, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(172, 43, 46, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands-of-tides.png, Boarskin Ringbands of Tides, 1, Boarskin Ringbands, 1, Electrum Ingot, 1, Eye of Water, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(173, 43, 46, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands-of-flames.png, Boarskin Ringbands of Flames, 1, Boarskin Ringbands, 1, Electrum Ingot, 1, Eye of Fire, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(174, 43, 46, null, ../../assets/recipe-icons/leatherworker/boarskin-ringbands-of-storms.png, Boarskin Ringbands of Storms, 1, Boarskin Ringbands, 1, Electrum Ingot, 1, Eye of Lightning, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(175, 43, 45, null, ../../assets/recipe-icons/leatherworker/raptorskin-satchel-belt.png, Raptorskin Satchel Belt, 1, Raptor Leather, 1, Electrum Ingot, 1, Woolen Yarn, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(176, 43, 45, null, ../../assets/recipe-icons/leatherworker/raptorskin-choker.png, Raptorskin Choker, 1, Raptor Leather, 1, Raptor Sinew, 1, null, null, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(177, 43, 46, null, ../../assets/recipe-icons/leatherworker/silver-tricorne.png, Silver Tricorne, 1, Uraeus Leather, 1, Silver Ingot, 1, Diremite Sinew, 1, null, null, null, null, null, null, Wind Crystal, 1, null, null),
(178, 44, 46, null, ../../assets/recipe-icons/leatherworker/peisteskin-cesti.png, Peisteskin Cesti, 1, Steel Ingot, 1, Peiste Leather, 1, Raptor Sinew, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(179, 44, 47, null, ../../assets/recipe-icons/leatherworker/raptorskin-harness.png, Raptorskin Harness, 1, Cobalt Ingot, 2, Boar Leather, 1, Raptor Leather, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(180, 44, 45, null, ../../assets/recipe-icons/leatherworker/fingerless-raptorskin-gloves-of-gathering.png, Fingerless Raptorskin Gloves of Gathering, 1, Raptor Leather, 2, Boar Leather, 1, Cobalt Rivets, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(181, 44, 46, null, ../../assets/recipe-icons/leatherworker/raptorskin-smithy's-gloves.png, Raptorskin Smithy's Gloves, 1, Cobalt Ingot, 1, Raptor Leather, 2, Raptor Sinew, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(182, 44, 46, null, ../../assets/recipe-icons/leatherworker/peisteskin-belt.png, Peisteskin Belt, 1, Peiste Leather, 1, Cobalt Ingot, 1, Hippogryph Sinew, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(183, 44, 46, null, ../../assets/recipe-icons/leatherworker/raptorskin-artisan's-belt.png, Raptorskin Artisan's Belt, 1, Raptor Leather, 1, Cobalt Ingot, 1, Walnut Lumber, 1, Woolen Yarn, 1, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(184, 44, 46, null, ../../assets/recipe-icons/leatherworker/raptorskin-breeches.png, Raptorskin Breeches, 1, Raptor Leather, 2, Undyed Woolen Cloth, 2, Woolen Yarn, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(185, 44, 47, null, ../../assets/recipe-icons/leatherworker/raptorskin-subligar.png, Raptorskin Subligar, 1, Undyed Felt, 1, Raptor Leather, 2, Cobalt Ingot, 1, null, null, null, null, null, null, Earth Shard, 5, Wind Shard, 5),
(186, 45, 47, null, ../../assets/recipe-icons/leatherworker/raptorskin-pot-helm.png, Raptorskin Pot Helm, 1, Cobalt Rivets, 1, Raptor Leather, 2, Mythril Ingot, 1, Rubellite, 1, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(187, 45, 49, null, ../../assets/recipe-icons/leatherworker/raptorskin-armguards.png, Raptorskin Armguards, 1, Raptor Leather, 1, Cobalt Ingot, 1, Cobalt Rivets, 1, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(188, 45, 49, null, ../../assets/recipe-icons/leatherworker/raptorskin-gloves.png, Raptorskin Gloves, 1, Raptor Leather, 1, Cobalt Ingot, 1, Cobalt Rivets, 1, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(189, 45, 48, null, ../../assets/recipe-icons/leatherworker/raptorskin-survival-belt.png, Raptorskin Survival Belt, 1, Boar Leather, 1, Raptor Leather, 1, Undyed Felt, 1, Silver Ingot, 1, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(190, 45, 48, null, ../../assets/recipe-icons/leatherworker/raptorskin-merchant's-purse.png, Raptorskin Merchant's Purse, 1, Raptor Leather, 1, Mythril Ingot, 1, null, null, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(191, 45, 48, null, ../../assets/recipe-icons/leatherworker/raptorskin-culottes.png, Raptorskin Culottes, 1, Raptor Leather, 2, Undyed Woolen Cloth, 2, null, null, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(192, 45, 46, null, ../../assets/recipe-icons/leatherworker/raptorskin-moccasins.png, Raptorskin Moccasins, 1, Raptor Leather, 2, Cobalt Ingot, 1, Raptor Sinew, 1, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(193, 45, 48, null, ../../assets/recipe-icons/leatherworker/raptorskin-workboots.png, Raptorskin Workboots, 1, Rubber, 1, Raptor Leather, 2, Undyed Linen, 1, Raptor Sinew, 1, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(194, 45, 1, null, ../../assets/recipe-icons/leatherworker/raptorskin-shoes.png, Raptorskin Shoes, 1, Undyed Woolen Cloth, 1, Raptor Leather, 2, Rubber, 1, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(195, 45, 47, null, ../../assets/recipe-icons/leatherworker/raptorskin-wristbands.png, Raptorskin Wristbands, 1, Raptor Leather, 1, Horn Glue, 1, Red Coral, 2, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(196, 45, 47, null, ../../assets/recipe-icons/leatherworker/raptorskin-wristbands-of-gathering.png, Raptorskin Wristbands of Gathering, 1, Raptor Leather, 1, Horn Glue, 1, Red Coral, 2, null, null, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
(197, 46, 49, null, ../../assets/recipe-icons/leatherworker/raptorskin-brais.png, Raptorskin Brais, 1, Raptor Leather, 1, Undyed Woolen Cloth, 1, Woolen Yarn, 1, Raptor Sinew, 1, null, null, null, null, Earth Shard, 6, Wind Shard, 5),
