(1, 1, null, null, ../../assets/recipe-icons/culinarian/table-salt.png, Table Salt, 6, Rock Salt, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, null, null),
(418, 58, null, null, ../../assets/recipe-icons/culinarian/coerthan-souvenir-component.png, Coerthan Souvenir Component, 1, Coerthan Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(419, 58, null, null, ../../assets/recipe-icons/culinarian/coerthan-souvenir.png, Coerthan Souvenir, 1, Coerthan Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(420, 59, null, null, ../../assets/recipe-icons/culinarian/maelstrom-materiel-component.png, Maelstrom Materiel Component, 1, Maelstrom Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(421, 59, null, null, ../../assets/recipe-icons/culinarian/maelstrom-materiel.png, Maelstrom Materiel, 1, Maelstrom Materiel Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(422, 60, null, null, ../../assets/recipe-icons/culinarian/heartfelt-gift-component.png, Heartfelt Gift Component, 1, Heartfelt Gift Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(423, 60, null, null, ../../assets/recipe-icons/culinarian/heartfelt-gift.png, Heartfelt Gift, 1, Heartfelt Gift Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(424, 60 , null, null, ../../assets/recipe-icons/culinarian/orphanage-donation-component.png, Orphanage Donation Component, 1, Orphanage Donation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(425, 60 , null, null, ../../assets/recipe-icons/culinarian/orphanage-donation.png, Orphanage Donation, 1, Orphanage Donation Component, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(426, 60, null, null, ../../assets/recipe-icons/culinarian/gyr-abanian-souvenir-component.png, Gyr Abanian Souvenir Component, 1, Gyr Abanian Souvenir Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(427, 60, null, null, ../../assets/recipe-icons/culinarian/gyr-abanian-souvenir.png, Gyr Abanian Souvenir, 1, Gyr Abanian Souvenir Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(428, 60 , null, null, ../../assets/recipe-icons/culinarian/far-eastern-antique-component.png, Far Eastern Antique Component, 1, Far Eastern Antique Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(429, 60 , null, null, ../../assets/recipe-icons/culinarian/far-eastern-antique.png, Far Eastern Antique, 1, Far Eastern Antique Component, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(430, 61, null, null, ../../assets/recipe-icons/culinarian/gold-saucer-consolation-prize-component.png, Gold Saucer Consolation Prize Component, 1, Gold Saucer Consolation Prize Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(431, 61, null, null, ../../assets/recipe-icons/culinarian/gold-saucer-consolation-prize.png, Gold Saucer Consolation Prize, 1, Gold Saucer Consolation Prize Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(432, 62, null, null, ../../assets/recipe-icons/culinarian/m-tribe-sundry-component.png, M Tribe Sundry Component, 1, M tribe Sundry Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(433, 62, null, null, ../../assets/recipe-icons/culinarian/m-tribe-sundries.png, M Tribe Sundries, 1, M Tribe Sundry Component, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(434, 63, null, null, ../../assets/recipe-icons/culinarian/resistance-materiel-component.png, Resistance Materiel Component, 1, Resistance Materiel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(435, 63, null, null, ../../assets/recipe-icons/culinarian/resistance-materiel.png, Resistance Materiel, 1, Resistance Materiel Component, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(436, 62, null, null, ../../assets/recipe-icons/culinarian/gyr-abanian-remedy-components.png, Gyr Abanian Remedy Components, 1, Raw Medicinal Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(437, 62, null, null, ../../assets/recipe-icons/culinarian/gyr-abanian-remedies.png, Gyr Abanian Remedies, 1, Gyr Abanian Remedy Components, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(438, 62, null, null, ../../assets/recipe-icons/culinarian/harpoon-components.png, Harpoon Components, 1, Raw Harpoon Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(439, 62, null, null, ../../assets/recipe-icons/culinarian/anti-shark-harpoon.png, Anti-shark Harpoon, 1, Harpoon Components, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(440, 63, null, null, ../../assets/recipe-icons/culinarian/cold-weather-gear-components.png, Cold-weather Gear Components, 1, Raw Cold-weather Gear Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(441, 63, null, null, ../../assets/recipe-icons/culinarian/coerthan-cold-weather-gear.png, Coerthan Cold-weather Gear, 1, Cold-weather Gear Components, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(442, 63, null, null, ../../assets/recipe-icons/culinarian/sui-no-sato-special-components.png, Sui-no-Sato Special Components, 1, Raw Sui-no-Sato Special Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(443, 63, null, null, ../../assets/recipe-icons/culinarian/sui-no-sato-special.png, Sui-no-Sato Special, 1, Sui-no-Sato Special Components, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(444, 64, null, null, ../../assets/recipe-icons/culinarian/cloud-pearl-components.png, Cloud Pearl Components, 1, Raw Cloud Pearl Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(445, 64, null, null, ../../assets/recipe-icons/culinarian/cloud-pearl.png, Cloud Pearl, 1, Cloud Pearl Components, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(446, 66, null, null, ../../assets/recipe-icons/culinarian/ishgardian-culinary-materials.png, Ishgardian Culinary Materials, 1, Raw Ishgardian Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(447, 66, null, null, ../../assets/recipe-icons/culinarian/ishgardian-culinary-essentials.png, Ishgardian Culinary Essentials, 1, Ishgardian Culinary Materials, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(448, 66, null, null, ../../assets/recipe-icons/culinarian/juice-fermenting-supplies.png, Juice Fermenting Supplies, 1, Raw Fermenting Supplies, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(449, 66, null, null, ../../assets/recipe-icons/culinarian/fermented-juice.png, Fermented Juice, 1, Juice Fermenting Supplies, 2, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(450, 67, null, null, ../../assets/recipe-icons/culinarian/signature-buuz-cookware-materials.png, Signature Buuz Cookware Materials, 1, Raw Steppe Cookware Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(451, 67, null, null, ../../assets/recipe-icons/culinarian/signature-buuz-cookware.png, Signature Buuz Cookware, 1, Signature Buuz Cookware Materials, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(452, 67, null, null, ../../assets/recipe-icons/culinarian/decorative-tavern-furnishing-materials.png, Decorative Tavern Furnishing Materials, 1, Raw Tavern Furnishing Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(453, 67, null, null, ../../assets/recipe-icons/culinarian/hard-place-decorative-furnishings.png, Hard Place Decorative Furnishings, 1, Decorative Tavern Furnishing Materials, 3, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(454, 68, null, null, ../../assets/recipe-icons/culinarian/arkhi-brewing-vat-materials.png, Arkhi Brewing Vat Materials, 1, Raw Brewing Vat Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(455, 68, null, null, ../../assets/recipe-icons/culinarian/arkhi-brewing-set.png, Arkhi Brewing Set, 1, Arkhi Brewing Vat Materials, 4, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(456, 70, null, null, ../../assets/recipe-icons/culinarian/flyer-printing-set.png, Flyer Printing Set, 1, Flyer Printing Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(457, 70 , null, null, ../../assets/recipe-icons/culinarian/kholusian-cuisine-set.png, Kholusian Cuisine Set, 1, Kholusian Cuisine Paraphernalia, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(458, 71, null, null, ../../assets/recipe-icons/culinarian/honeybee-trappings.png, Honeybee Trappings, 1, Honeybee Trappings Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(459, 72, null, null, ../../assets/recipe-icons/culinarian/airship-fittings.png, Airship Fittings, 1, Airship Fitting Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(460, 73, null, null, ../../assets/recipe-icons/culinarian/beehive-souvenir.png, Beehive Souvenir, 1, Beehive Souvenir Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(461, 71, null, null, ../../assets/recipe-icons/culinarian/custom-gathering-tool-components.png, Custom Gathering Tool Components, 1, Dragon's Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(462, 72, null, null, ../../assets/recipe-icons/culinarian/custom-weaving-components.png, Custom Weaving Components, 1, Dragon's Weaving Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(463, 73, null, null, ../../assets/recipe-icons/culinarian/custom-crafting-tool-components.png, Custom Crafting Tool Components, 1, Dragon's Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(464, 74, null, null, ../../assets/recipe-icons/culinarian/handpicked-culinary-essentials.png, Handpicked Culinary Essentials, 1, Handpicked Ingredient Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(465, 75, null, null, ../../assets/recipe-icons/culinarian/printing-essentials.png, Printing Essentials, 1, Printing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(466, 71, null, null, ../../assets/recipe-icons/culinarian/patient-necessities.png, Patient Necessities, 1, Patient Necessity Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(467, 72, null, null, ../../assets/recipe-icons/culinarian/medical-supplies.png, Medical Supplies, 1, Medical Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(468, 73, null, null, ../../assets/recipe-icons/culinarian/rehabilitation-aids.png, Rehabilitation Aids, 1, Rehabilitation Aid Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(469, 75, null, null, ../../assets/recipe-icons/culinarian/high-tea-essentials.png, High Tea Essentials, 1, High Tea Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(470, 77, null, null, ../../assets/recipe-icons/culinarian/art-supplies.png, Art Supplies, 1, Art Supply Components, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(471, 1, null, null, ../../assets/recipe-icons/culinarian/hull-interior-component.png, Hull Interior Component, 1, Hull Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(472, 1, null, null, ../../assets/recipe-icons/culinarian/bladder-component.png, Bladder Component, 1, Bladder Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(473, 1, null, null, ../../assets/recipe-icons/culinarian/bladder-lining-component.png, Bladder Lining Component, 1, Bladder Lining Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(474, 1, null, null, ../../assets/recipe-icons/culinarian/starboard-hull-component.png, Starboard Hull Component, 1, Starboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(475, 1, null, null, ../../assets/recipe-icons/culinarian/larboard-hull-component.png, Larboard Hull Component, 1, Larboard Hull Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(476, 3, null, null, ../../assets/recipe-icons/culinarian/propulsion-engine-component.png, Propulsion Engine Component, 1, Propulsion Engine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(477, 3, null, null, ../../assets/recipe-icons/culinarian/gyrodrive-component.png, Gyrodrive Component, 1, Gyrodrive Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(478, 3, null, null, ../../assets/recipe-icons/culinarian/rigging-component.png, Rigging Component, 1, Rigging Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(479, 3, null, null, ../../assets/recipe-icons/culinarian/deck-component.png, Deck Component, 1, Deck Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(480, 3, null, null, ../../assets/recipe-icons/culinarian/engine-casing-component.png, Engine Casing Component, 1, Engine Casing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(481, 3, null, null, ../../assets/recipe-icons/culinarian/crafting-tool-component.png, Crafting Tool Component, 1, Crafting Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(482, 6, null, null, ../../assets/recipe-icons/culinarian/engine-jointing-component.png, Engine Jointing Component, 1, Engine Jointing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(483, 6, null, null, ../../assets/recipe-icons/culinarian/cockpit-exterior-component.png, Cockpit Exterior Component, 1, Cockpit Exterior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(484, 6, null, null, ../../assets/recipe-icons/culinarian/cockpit-interior-component.png, Cockpit Interior Component, 1, Cockpit Interior Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(485, 6, null, null, ../../assets/recipe-icons/culinarian/ballast-component.png, Ballast Component, 1, Ballast Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(486, 6, null, null, ../../assets/recipe-icons/culinarian/instrument-panel-component.png, Instrument Panel Component, 1, Instrument Panel Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(487, 6, null, null, ../../assets/recipe-icons/culinarian/aerodynamo-component.png, Aerodynamo Component, 1, Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(488, 10, null, null, ../../assets/recipe-icons/culinarian/starboard-wing-component.png, Starboard Wing Component, 1, Starboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(489, 10, null, null, ../../assets/recipe-icons/culinarian/larboard-wing-component.png, Larboard Wing Component, 1, Larboard Wing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(490, 10, null, null, ../../assets/recipe-icons/culinarian/starboard-wing-control-component.png, Starboard Wing Control Component, 1, Starboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(491, 10, null, null, ../../assets/recipe-icons/culinarian/larboard-wing-control-component.png, Larboard Wing Control Component, 1, Larboard Wing Control Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(492, 10, null, null, ../../assets/recipe-icons/culinarian/transmission-component.png, Transmission Component, 1, Transmission Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(493, 10, null, null, ../../assets/recipe-icons/culinarian/heat-vent-component.png, Heat Vent Component, 1, Heat Vent Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(494, 15, null, null, ../../assets/recipe-icons/culinarian/helm-component.png, Helm Component, 1, Helm Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(495, 15, null, null, ../../assets/recipe-icons/culinarian/speaking-tube-component.png, Speaking Tube Component, 1, Speaking Tube Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(496, 15, null, null, ../../assets/recipe-icons/culinarian/lamp-component.png, Lamp Component, 1, Lamp Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(497, 15, null, null, ../../assets/recipe-icons/culinarian/exhaust-outlet-component.png, Exhaust Outlet Component, 1, Exhaust Outlet Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(498, 15, null, null, ../../assets/recipe-icons/culinarian/disposal-unit-component.png, Disposal Unit Component, 1, Disposal Unit Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(499, 15, null, null, ../../assets/recipe-icons/culinarian/ceruleum-tank-component.png, Ceruleum Tank Component, 1, Ceruleum Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(500, 15, null, null, ../../assets/recipe-icons/culinarian/steering-mechanism-component.png, Steering Mechanism Component, 1, Steering Mechanism Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(501, 16, null, null, ../../assets/recipe-icons/culinarian/escape-flyer-component.png, Escape Flyer Component, 1, Escape Flyer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(502, 16, null, null, ../../assets/recipe-icons/culinarian/spare-tank-component.png, Spare Tank Component, 1, Spare Tank Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(503, 16, null, null, ../../assets/recipe-icons/culinarian/refabrication-component.png, Refabrication Component, 1, Refabrication Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(504, 16, null, null, ../../assets/recipe-icons/culinarian/isolator-component.png, Isolator Component, 1, Isolator Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(505, 16, null, null, ../../assets/recipe-icons/culinarian/hyperconductor-component.png, Hyperconductor Component, 1, Hyperconductor Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(506, 16, null, null, ../../assets/recipe-icons/culinarian/auxiliary-aerodynamo-component.png, Auxiliary Aerodynamo Component, 1, Auxiliary Aerodynamo Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(507, 16, null, null, ../../assets/recipe-icons/culinarian/decorative-plating-component.png, Decorative Plating Component, 1, Decorative Plating Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 1, Water Shard, 1),
(508, 18, null, null, ../../assets/recipe-icons/culinarian/finishing-component.png, Finishing Component, 1, Finishing Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(509, 18, null, null, ../../assets/recipe-icons/culinarian/figurehead-component.png, Figurehead Component, 1, Figurehead Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Shard, 2, Water Shard, 2),
(510, 50, null, null, ../../assets/recipe-icons/culinarian/fake-kupo-nut.png, Fake Kupo Nut, 1, Fake Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(511, 50, null, null, ../../assets/recipe-icons/culinarian/horn-component.png, Horn Component, 1, Horn Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(512, 50, null, null, ../../assets/recipe-icons/culinarian/moogle-tool-component.png, Moogle Tool Component, 1, Moogle Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(513, 50, null, null, ../../assets/recipe-icons/culinarian/statue-supplies.png, Statue Supplies, 1, Statue Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(514, 50, null, null, ../../assets/recipe-icons/culinarian/tablet-supplies.png, Tablet Supplies, 1, Tablet Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 4, Water Crystal, 2),
(515, 50, null, null, ../../assets/recipe-icons/culinarian/training-supplies.png, Training Supplies, 1, Training Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(516, 50, null, null, ../../assets/recipe-icons/culinarian/repurposed-construction-component.png, Repurposed Construction Component, 1, Construction Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(517, 50, null, null, ../../assets/recipe-icons/culinarian/foundation-component.png, Foundation Component, 1, Foundation Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(518, 50, null, null, ../../assets/recipe-icons/culinarian/basket-component.png, Basket Component, 1, Basket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(519, 50, null, null, ../../assets/recipe-icons/culinarian/wall-repair-supplies.png, Wall Repair Supplies, 1, Wall Repair Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(520, 50, null, null, ../../assets/recipe-icons/culinarian/gathering-tool-component.png, Gathering Tool Component, 1, Gathering Tool Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(521, 50, null, null, ../../assets/recipe-icons/culinarian/veneer-component.png, Veneer Component, 1, Veneer Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(522, 50, null, null, ../../assets/recipe-icons/culinarian/aetheric-shielding.png, Aetheric Shielding, 1, Aetheric Shielding Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(523, 50, null, null, ../../assets/recipe-icons/culinarian/stonemasonry-supplies.png, Stonemasonry Supplies, 1, Stonemasonry Supplies Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(524, 50, null, null, ../../assets/recipe-icons/culinarian/exploding-kupo-nut.png, Exploding Kupo Nut, 1, Exploding Kupo Nut Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(525, 50, null, null, ../../assets/recipe-icons/culinarian/austere-offering.png, Austere Offering, 1, Austere Offering Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(526, 50, null, null, ../../assets/recipe-icons/culinarian/shearing-machine-component.png, Shearing Machine Component, 1, Shearing Machine Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(527, 50, null, null, ../../assets/recipe-icons/culinarian/water-filter-component.png, Water Filter Component, 1, Water Filter Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(528, 50, null, null, ../../assets/recipe-icons/culinarian/mogstew-miscellany.png, Mogstew Miscellany, 1, Mogstew Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(529, 50, null, null, ../../assets/recipe-icons/culinarian/moogle-statuette.png, Moogle Statuette, 1, Moogle Statuette Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(530, 50, null, null, ../../assets/recipe-icons/culinarian/makeshift-toy-airship.png, Makeshift Toy Airship, 1, Makeshift Toy Airship Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(531, 50, null, null, ../../assets/recipe-icons/culinarian/dragonscale-rasp.png, Dragonscale Rasp, 1, Dragonscale Rasp Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(532, 50, null, null, ../../assets/recipe-icons/culinarian/cloudfish-lure.png, Cloudfish Lure, 1, Cloudfish Tackle Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(533, 50, null, null, ../../assets/recipe-icons/culinarian/ishgardian-cuisine-miscellany.png, Ishgardian Cuisine Miscellany, 1, Ishgardian Cuisine Miscellany Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(534, 50, null, null, ../../assets/recipe-icons/culinarian/treadwheel-crane-components.png, Treadwheel Crane Components, 1, Treadwheel Crane Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(535, 50, null, null, ../../assets/recipe-icons/culinarian/moogle-mollifier.png, Moogle Mollifier, 1, Moogle Mollifier Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(536, 58, null, null, ../../assets/recipe-icons/culinarian/happi-components.png, Happi Components, 1, Happi Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(537, 58, null, null, ../../assets/recipe-icons/culinarian/finery-components.png, Finery Components, 1, Finery Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(538, 58, null, null, ../../assets/recipe-icons/culinarian/ritual-implement-components.png, Ritual Implement Components, 1, Ritual Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(539, 58, null, null, ../../assets/recipe-icons/culinarian/brazier-components.png, Brazier Components, 1, Brazier Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(540, 58, null, null, ../../assets/recipe-icons/culinarian/uchiwa-components.png, Uchiwa Components, 1, Uchiwa Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(541, 58, null, null, ../../assets/recipe-icons/culinarian/trinket-components.png, Trinket Components, 1, Trinket Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(542, 59, null, null, ../../assets/recipe-icons/culinarian/altar-components.png, Altar Components, 1, Altar Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
(543, 59, null, null, ../../assets/recipe-icons/culinarian/catfish-lure-components.png, Catfish Lure Components, 1, Catfish Lure Component Materials, 1, null, null, null, null, null, null, null, null, null, null, Fire Crystal, 2, Water Crystal, 1),
